id,DT_ID,API_ID,elapsed_time,created
1,2,6,4.005281,2023-08-24 01:20:01
2,2,6,4.012096,2023-08-24 01:20:05
3,2,6,2.010589,2023-08-24 01:20:07
4,2,99,3.016649,2023-08-24 01:20:10
5,2,99,2.00794,2023-08-24 01:20:12
6,2,6,3.011943,2023-08-24 01:20:18
7,2,6,2.010181,2023-08-24 01:20:20
8,2,6,3.009201,2023-08-24 01:20:23
9,2,99,2.005929,2023-08-24 01:20:25
10,2,99,3.011974,2023-08-24 01:20:28
11,2,6,3.010678,2023-08-24 01:20:36
12,2,6,4.013353,2023-08-24 01:20:40
13,2,6,2.009188,2023-08-24 01:20:42
14,2,99,2.006431,2023-08-24 01:20:44
15,2,99,3.009713,2023-08-24 01:20:47
16,2,6,2.009192,2023-08-24 01:20:53
17,2,6,2.003151,2023-08-24 01:20:55
18,2,6,2.004605,2023-08-24 01:20:57
19,2,99,4.008358,2023-08-24 01:21:01
20,2,99,4.011686,2023-08-24 01:21:05
21,2,6,2.011979,2023-08-24 01:21:11
22,2,6,3.007525,2023-08-24 01:21:14
23,2,6,4.008243,2023-08-24 01:21:18
24,2,99,3.010743,2023-08-24 01:21:21
25,2,99,4.005229,2023-08-24 01:21:25
26,2,6,2.009431,2023-08-24 01:21:29
27,2,6,3.011164,2023-08-24 01:21:32
28,2,6,4.013789,2023-08-24 01:21:36
29,2,99,2.012322,2023-08-24 01:21:38
30,2,99,3.011948,2023-08-24 01:21:41
31,2,6,2.010407,2023-08-24 01:21:47
32,2,6,4.014236,2023-08-24 01:21:51
33,2,6,3.011645,2023-08-24 01:21:54
34,2,99,2.008388,2023-08-24 01:21:56
35,2,99,2.004609,2023-08-24 01:21:58
36,2,6,4.011487,2023-08-24 01:22:07
37,2,6,4.01621,2023-08-24 01:22:11
38,2,6,4.015921,2023-08-24 01:22:15
39,2,99,2.013479,2023-08-24 01:22:17
40,2,99,4.009466,2023-08-24 01:22:21
41,2,6,2.015989,2023-08-24 01:22:32
42,2,6,2.012578,2023-08-24 01:22:34
43,2,6,4.01387,2023-08-24 01:22:38
44,2,99,4.008988,2023-08-24 01:22:42
45,2,99,4.014252,2023-08-24 01:22:46
46,2,6,4.018428,2023-08-24 01:22:52
47,2,6,3.010544,2023-08-24 01:22:55
48,2,6,4.012456,2023-08-24 01:22:59
49,2,99,3.015915,2023-08-24 01:23:02
50,2,99,2.015524,2023-08-24 01:23:04
51,2,6,4.011752,2023-08-24 01:23:10
52,2,6,4.013504,2023-08-24 01:23:14
53,2,6,2.010557,2023-08-24 01:23:16
54,2,99,3.013761,2023-08-24 01:23:19
55,2,99,3.009835,2023-08-24 01:23:22
56,2,6,3.017212,2023-08-24 01:23:27
57,2,6,4.012948,2023-08-24 01:23:31
58,2,6,4.0168,2023-08-24 01:23:35
59,2,99,3.01129,2023-08-24 01:23:38
60,2,99,2.011234,2023-08-24 01:23:40
61,2,6,3.01128,2023-08-24 01:23:45
62,2,6,2.003869,2023-08-24 01:23:47
63,2,6,3.011722,2023-08-24 01:23:50
64,2,99,2.006409,2023-08-24 01:23:52
65,2,99,3.012022,2023-08-24 01:23:55
66,2,6,3.011487,2023-08-24 01:24:03
67,2,6,4.018462,2023-08-24 01:24:07
68,2,6,3.011656,2023-08-24 01:24:10
69,2,99,2.010999,2023-08-24 01:24:12
70,2,99,4.014036,2023-08-24 01:24:16
71,2,6,4.006256,2023-08-24 01:24:22
72,2,6,2.008905,2023-08-24 01:24:24
73,2,6,3.010075,2023-08-24 01:24:27
74,2,99,3.00736,2023-08-24 01:24:30
75,2,99,3.010666,2023-08-24 01:24:33
