id,formula_cal_id,source,val_pos,value,created
1,1,i,2,5.0,2023-08-08 12:57:59
2,1,e,4,9.0,2023-08-08 12:57:59
3,1,e,6,9.0,2023-08-08 12:57:59
4,2,i,2,14.0,2023-08-08 12:58:08
5,2,e,4,12.0,2023-08-08 12:58:08
6,2,e,6,12.0,2023-08-08 12:58:08
7,3,i,2,9.0,2023-08-08 12:58:17
8,3,e,4,3.0,2023-08-08 12:58:17
9,3,e,6,3.0,2023-08-08 12:58:17
10,4,i,2,13.0,2023-08-08 12:58:26
11,4,e,4,5.0,2023-08-08 12:58:26
12,4,e,6,5.0,2023-08-08 12:58:26
13,5,i,2,13.0,2023-08-08 12:58:35
14,5,e,4,11.0,2023-08-08 12:58:35
15,5,e,6,11.0,2023-08-08 12:58:35
16,6,i,2,11.0,2023-08-08 12:58:44
17,6,e,4,16.0,2023-08-08 12:58:44
18,6,e,6,16.0,2023-08-08 12:58:44
19,7,i,2,2.0,2023-08-08 12:58:53
20,7,e,4,11.0,2023-08-08 12:58:53
21,7,e,6,11.0,2023-08-08 12:58:53
22,8,i,2,10.0,2023-08-08 12:59:02
23,8,e,4,14.0,2023-08-08 12:59:02
24,8,e,6,14.0,2023-08-08 12:59:02
25,9,i,2,7.0,2023-08-08 12:59:11
26,9,e,4,8.0,2023-08-08 12:59:11
27,9,e,6,8.0,2023-08-08 12:59:11
28,10,i,2,7.0,2023-08-08 12:59:20
29,10,e,4,4.0,2023-08-08 12:59:20
30,10,e,6,4.0,2023-08-08 12:59:20
31,11,i,2,8.0,2023-08-08 12:59:29
32,11,e,4,13.0,2023-08-08 12:59:29
33,11,e,6,13.0,2023-08-08 12:59:29
34,12,i,2,7.0,2023-08-08 12:59:38
35,12,e,4,10.0,2023-08-08 12:59:38
36,12,e,6,10.0,2023-08-08 12:59:38
37,13,i,2,9.0,2023-08-08 12:59:47
38,13,e,4,8.0,2023-08-08 12:59:47
39,13,e,6,8.0,2023-08-08 12:59:47
40,14,i,2,1.0,2023-08-08 12:59:56
41,14,e,4,3.0,2023-08-08 12:59:56
42,14,e,6,3.0,2023-08-08 12:59:56
43,15,i,2,8.0,2023-08-08 13:00:05
44,15,e,4,14.0,2023-08-08 13:00:05
45,15,e,6,14.0,2023-08-08 13:00:05
