id,DT_ID,API_ID,elapsed_time,created
1,1,99,0.005956,2023-05-27 14:25:46
2,1,99,0.004279,2023-05-27 14:25:46
3,1,99,1.008035,2023-05-27 14:25:53
4,1,99,0.006587,2023-05-27 14:25:53
5,1,99,0.004645,2023-05-27 14:25:58
6,1,99,1.013269,2023-05-27 14:25:59
7,1,99,0.003274,2023-05-27 14:26:04
8,1,99,0.002495,2023-05-27 14:26:04
9,1,99,0.004904,2023-05-27 14:26:10
10,1,99,0.003502,2023-05-27 14:26:10
11,1,99,0.006056,2023-05-27 14:26:16
12,1,99,0.004612,2023-05-27 14:26:16
13,1,99,0.004733,2023-05-27 14:26:22
14,1,99,1.013109,2023-05-27 14:26:23
15,1,99,0.004452,2023-05-27 14:26:28
16,1,99,1.009652,2023-05-27 14:26:29
17,1,99,1.011807,2023-05-27 14:26:35
18,1,99,0.005363,2023-05-27 14:26:35
19,1,99,0.005472,2023-05-27 14:26:40
20,1,99,1.013241,2023-05-27 14:26:41
21,1,99,1.006995,2023-05-27 14:26:47
22,1,99,0.004065,2023-05-27 14:26:47
23,1,99,0.004324,2023-05-27 14:26:52
24,1,99,0.004345,2023-05-27 14:26:52
25,1,99,1.011478,2023-05-27 14:26:59
26,1,99,0.004089,2023-05-27 14:26:59
27,1,99,0.003355,2023-05-27 14:27:04
28,1,99,0.003258,2023-05-27 14:27:04
29,1,99,1.012842,2023-05-27 14:27:11
30,1,99,0.004391,2023-05-27 14:27:11
31,1,99,0.003343,2023-05-27 14:27:16
32,1,99,0.003698,2023-05-27 14:27:16
33,1,99,1.011591,2023-05-27 14:27:23
34,1,99,0.004221,2023-05-27 14:27:23
35,1,99,0.002964,2023-05-27 14:27:28
36,1,99,0.002984,2023-05-27 14:27:28
37,1,99,0.003427,2023-05-27 14:27:34
38,1,99,1.008248,2023-05-27 14:27:35
39,1,99,1.006129,2023-05-27 14:27:41
40,1,99,0.003581,2023-05-27 14:27:41
41,1,99,1.006737,2023-05-27 14:27:47
42,1,99,0.003788,2023-05-27 14:27:47
