id,req_type,DT_ID,API_ID,value,used,created
1,GET,1,2,6.0,1,2023-08-16 23:45:06
2,GET,1,2,6.0,1,2023-08-16 23:45:16
3,GET,1,2,6.0,1,2023-08-16 23:45:26
4,GET,1,2,9.0,1,2023-08-16 23:45:36
5,GET,1,2,9.0,1,2023-08-16 23:45:45
6,GET,1,2,6.0,1,2023-08-16 23:45:55
7,GET,1,2,6.0,1,2023-08-16 23:46:05
8,GET,1,2,6.0,1,2023-08-16 23:46:15
9,GET,1,2,6.0,1,2023-08-16 23:46:26
10,GET,1,2,6.0,1,2023-08-16 23:46:35
11,GET,1,2,7.0,1,2023-08-16 23:46:46
12,GET,1,2,10.0,1,2023-08-16 23:46:55
13,GET,1,2,6.0,1,2023-08-16 23:47:05
14,GET,1,2,6.0,1,2023-08-16 23:47:15
15,GET,1,2,8.0,1,2023-08-16 23:47:26
