id,DT_ID,stdev_value,created
1,4,0.004,2023-08-16 23:45:15
2,1,0.006,2023-08-16 23:45:15
3,4,0.788,2023-08-16 23:45:56
4,1,0.534,2023-08-16 23:45:56
5,4,0.803,2023-08-16 23:46:41
6,1,0.52,2023-08-16 23:46:41
7,4,0.834,2023-08-16 23:47:23
8,1,0.486,2023-08-16 23:47:23
