id,formula_cal_id,source,val_pos,value,created
1,2,i,2,8.0,2023-08-24 00:24:09
2,2,e,4,11.0,2023-08-24 00:24:09
3,2,e,6,1.0,2023-08-24 00:24:09
4,2,e,8,1.0,2023-08-24 00:24:09
5,3,i,2,8.0,2023-08-24 00:24:17
6,3,e,4,8.0,2023-08-24 00:24:17
7,3,e,6,3.0,2023-08-24 00:24:17
8,3,e,8,3.0,2023-08-24 00:24:17
9,4,i,2,8.0,2023-08-24 00:24:27
10,4,e,4,10.0,2023-08-24 00:24:27
11,4,e,6,3.0,2023-08-24 00:24:27
12,4,e,8,3.0,2023-08-24 00:24:27
13,5,i,2,4.0,2023-08-24 00:24:37
14,5,e,4,15.0,2023-08-24 00:24:37
15,5,e,6,3.0,2023-08-24 00:24:37
16,5,e,8,3.0,2023-08-24 00:24:37
17,7,i,2,9.0,2023-08-24 00:24:59
18,7,e,4,8.0,2023-08-24 00:24:59
19,7,e,6,4.0,2023-08-24 00:24:59
20,7,e,8,1.0,2023-08-24 00:24:59
21,8,i,2,7.0,2023-08-24 00:25:08
22,8,e,4,5.0,2023-08-24 00:25:08
23,8,e,6,3.0,2023-08-24 00:25:08
24,8,e,8,10.0,2023-08-24 00:25:08
25,9,i,2,8.0,2023-08-24 00:25:19
26,9,e,4,7.0,2023-08-24 00:25:19
27,9,e,6,8.0,2023-08-24 00:25:19
28,9,e,8,3.0,2023-08-24 00:25:19
29,10,i,2,8.0,2023-08-24 00:25:29
30,10,e,4,7.0,2023-08-24 00:25:29
31,10,e,6,4.0,2023-08-24 00:25:29
32,10,e,8,5.0,2023-08-24 00:25:29
33,11,i,2,9.0,2023-08-24 00:25:37
34,11,e,4,2.0,2023-08-24 00:25:37
35,11,e,6,3.0,2023-08-24 00:25:37
36,11,e,8,3.0,2023-08-24 00:25:37
37,12,i,2,6.0,2023-08-24 00:25:47
38,12,e,4,4.0,2023-08-24 00:25:47
39,12,e,6,6.0,2023-08-24 00:25:47
40,12,e,8,4.0,2023-08-24 00:25:47
41,13,i,2,5.0,2023-08-24 00:25:58
42,13,e,4,3.0,2023-08-24 00:25:58
43,13,e,6,3.0,2023-08-24 00:25:58
44,13,e,8,3.0,2023-08-24 00:25:58
45,14,i,2,8.0,2023-08-24 00:26:07
46,14,e,4,6.0,2023-08-24 00:26:07
47,14,e,6,3.0,2023-08-24 00:26:07
48,14,e,8,8.0,2023-08-24 00:26:07
49,15,i,2,4.0,2023-08-24 00:26:19
50,15,e,4,2.0,2023-08-24 00:26:19
51,15,e,6,8.0,2023-08-24 00:26:19
52,15,e,8,3.0,2023-08-24 00:26:19
53,16,i,2,10.0,2023-08-24 00:26:29
54,16,e,4,12.0,2023-08-24 00:26:29
55,16,e,6,3.0,2023-08-24 00:26:29
56,16,e,8,10.0,2023-08-24 00:26:29
57,17,i,2,9.0,2023-08-24 00:26:37
58,17,e,4,15.0,2023-08-24 00:26:37
59,17,e,6,3.0,2023-08-24 00:26:37
60,17,e,8,3.0,2023-08-24 00:26:37
