id,req_type,reciever_DT_ID,API_ID,value,created
1,GET,None,6,12.0,2023-08-16 22:56:58
2,GET,None,6,8.0,2023-08-16 22:57:10
3,GET,None,6,12.0,2023-08-16 22:57:14
4,GET,None,6,12.0,2023-08-16 22:57:20
5,GET,None,6,10.0,2023-08-16 22:57:26
6,GET,None,6,12.0,2023-08-16 22:57:32
7,GET,None,6,13.0,2023-08-16 22:57:39
8,GET,None,6,7.0,2023-08-16 22:57:44
9,GET,None,6,10.0,2023-08-16 22:57:51
10,GET,None,6,7.0,2023-08-16 22:57:56
11,GET,None,6,8.0,2023-08-16 22:58:03
12,GET,None,6,11.0,2023-08-16 22:58:09
13,GET,None,6,9.0,2023-08-16 22:58:15
14,GET,None,6,8.0,2023-08-16 22:58:20
15,GET,None,6,10.0,2023-08-16 22:58:27
