id,formula_cal_id,source,val_pos,value,created
1,3,i,2,3.0,2023-05-27 14:25:58
2,3,e,4,5.0,2023-05-27 14:25:58
3,4,i,2,16.0,2023-05-27 14:26:04
4,4,e,4,5.0,2023-05-27 14:26:04
5,5,i,2,9.0,2023-05-27 14:26:10
6,5,e,4,5.0,2023-05-27 14:26:10
7,7,i,2,11.0,2023-05-27 14:26:22
8,7,e,4,5.0,2023-05-27 14:26:22
9,8,i,2,9.0,2023-05-27 14:26:28
10,8,e,4,7.0,2023-05-27 14:26:28
11,9,i,2,4.0,2023-05-27 14:26:34
12,9,e,4,6.0,2023-05-27 14:26:34
13,10,i,2,14.0,2023-05-27 14:26:40
14,10,e,4,5.0,2023-05-27 14:26:40
15,12,i,2,4.0,2023-05-27 14:26:52
16,12,e,4,6.0,2023-05-27 14:26:52
17,13,i,2,7.0,2023-05-27 14:26:58
18,13,e,4,6.0,2023-05-27 14:26:58
19,14,i,2,3.0,2023-05-27 14:27:04
20,14,e,4,5.0,2023-05-27 14:27:04
21,16,i,2,15.0,2023-05-27 14:27:16
22,16,e,4,6.0,2023-05-27 14:27:16
23,17,i,2,8.0,2023-05-27 14:27:22
24,17,e,4,5.0,2023-05-27 14:27:22
25,19,i,2,9.0,2023-05-27 14:27:34
26,19,e,4,5.0,2023-05-27 14:27:34
27,20,i,2,3.0,2023-05-27 14:27:40
28,20,e,4,5.0,2023-05-27 14:27:40
29,21,i,2,5.0,2023-05-27 14:27:46
30,21,e,4,6.0,2023-05-27 14:27:46
