id,DT_ID,stdev_value,created
1,4,3.971,2023-08-16 23:46:03
2,3,3.606,2023-08-16 23:46:03
3,4,3.27,2023-08-16 23:46:51
4,3,3.957,2023-08-16 23:46:51
5,4,3.334,2023-08-16 23:47:42
6,3,4.039,2023-08-16 23:47:42
