id,DT_ID,type,trend,h,p,z,tau,s,var_s,slope,intercept,created
1,1,data_tbl,no trend,0,1.0,0.0,-0.015151515151515152,-1.0,186.33333333333337,0.0,2.0,2023-08-18 00:50:04
2,1,data_tbl,no trend,0,0.4123218402026745,-0.8198145412173385,-0.12121212121212122,-28.0,1084.6666666666667,0.0,2.0,2023-08-18 00:50:49
3,1,data_tbl,no trend,0,0.29525455329866057,-1.0466640425549776,-0.1176470588235294,-66.0,3856.6666666666665,0.0,1.5,2023-08-18 00:51:34
4,1,data_tbl,no trend,0,0.29525455329866057,-1.0466640425549776,-0.1176470588235294,-66.0,3856.6666666666665,0.0,1.5,2023-08-18 00:51:34
