id,DT_ID,API_ID,elapsed_time,created
1,2,99,1.012292,2023-05-25 12:24:40
2,2,99,0.003567,2023-05-25 12:24:46
3,2,99,0.003194,2023-05-25 12:24:53
4,2,99,0.006809,2023-05-25 12:25:00
5,2,99,1.012239,2023-05-25 12:25:08
6,2,99,0.004471,2023-05-25 12:25:14
7,2,99,0.004333,2023-05-25 12:25:21
8,2,99,1.010469,2023-05-25 12:25:29
9,2,99,1.009647,2023-05-25 12:25:36
10,2,99,0.003062,2023-05-25 12:25:42
11,2,99,0.004156,2023-05-25 12:25:49
12,2,99,1.008713,2023-05-25 12:25:57
13,2,99,1.01374,2023-05-25 12:26:04
14,2,99,0.004118,2023-05-25 12:26:10
15,2,99,0.002507,2023-05-25 12:26:17
16,2,99,0.004249,2023-05-25 12:26:24
