id,formula,calculated,created
1,,13.0,2023-08-24 00:23:52
2,,11.0,2023-08-24 00:23:58
3,,25.0,2023-08-24 00:24:04
4,,8.0,2023-08-24 00:24:11
5,,15.0,2023-08-24 00:24:17
6,,15.0,2023-08-24 00:24:24
7,,9.0,2023-08-24 00:24:28
8,,11.0,2023-08-24 00:24:34
9,,13.0,2023-08-24 00:24:42
10,,6.0,2023-08-24 00:24:46
11,,4.0,2023-08-24 00:24:52
12,,12.0,2023-08-24 00:24:58
13,,12.0,2023-08-24 00:25:04
14,,25.0,2023-08-24 00:25:10
15,,15.0,2023-08-24 00:25:18
