id,DT_ID,type,trend,h,p,z,tau,s,var_s,slope,intercept,created,status
1,1,data_tbl,no trend,0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,2023-08-25 14:18:47,
2,2,data_tbl,no trend,0,0.80649594050734,-0.2449489742783178,-0.2,-2.0,16.666666666666668,-0.5833333333333333,11.166666666666666,2023-08-25 14:18:47,
3,1,data_tbl,no trend,0,0.54029137460742,0.6123724356957945,0.6666666666666666,2.0,2.6666666666666665,0.5,4.5,2023-08-25 14:19:19,
4,2,data_tbl,no trend,0,0.5747077472777433,-0.5611317177496947,-0.15555555555555556,-7.0,114.33333333333331,0.0,10.0,2023-08-25 14:19:19,
5,1,data_tbl,no trend,0,0.54029137460742,0.6123724356957945,0.6666666666666666,2.0,2.6666666666666665,0.5,4.5,2023-08-25 14:19:48,
6,2,data_tbl,no trend,0,0.54011546462267,-0.6126383955066813,-0.1238095238095238,-13.0,383.6666666666667,0.0,10.0,2023-08-25 14:19:48,
7,1,data_tbl,no trend,0,0.54029137460742,0.6123724356957945,0.6666666666666666,2.0,2.6666666666666665,0.5,4.5,2023-08-25 14:19:48,
8,2,data_tbl,no trend,0,0.54011546462267,-0.6126383955066813,-0.1238095238095238,-13.0,383.6666666666667,0.0,10.0,2023-08-25 14:19:48,
