id,req_type,reciever_DT_ID,API_ID,value,created
1,GET,None,6,8.0,2023-08-24 01:19:53
2,GET,None,6,11.0,2023-08-24 01:19:56
3,GET,None,6,10.0,2023-08-24 01:19:56
4,GET,None,6,8.0,2023-08-24 01:19:59
5,GET,None,6,11.0,2023-08-24 01:20:01
6,GET,None,6,9.0,2023-08-24 01:20:04
7,GET,None,6,7.0,2023-08-24 01:20:05
8,GET,None,6,16.0,2023-08-24 01:20:07
9,GET,None,6,11.0,2023-08-24 01:20:11
10,GET,None,6,9.0,2023-08-24 01:20:16
11,GET,None,6,8.0,2023-08-24 01:20:18
12,GET,None,6,13.0,2023-08-24 01:20:18
13,GET,None,6,15.0,2023-08-24 01:20:18
14,GET,None,6,9.0,2023-08-24 01:20:19
15,GET,None,6,11.0,2023-08-24 01:20:19
16,GET,None,6,7.0,2023-08-24 01:20:19
17,GET,None,6,6.0,2023-08-24 01:20:19
18,GET,None,6,4.0,2023-08-24 01:20:20
19,GET,None,6,7.0,2023-08-24 01:20:23
20,GET,None,6,5.0,2023-08-24 01:20:23
21,GET,None,6,7.0,2023-08-24 01:20:23
22,GET,None,6,16.0,2023-08-24 01:20:24
23,GET,None,6,4.0,2023-08-24 01:20:25
24,GET,None,6,4.0,2023-08-24 01:20:25
25,GET,None,6,4.0,2023-08-24 01:20:26
26,GET,None,6,19.0,2023-08-24 01:20:27
27,GET,None,6,4.0,2023-08-24 01:20:28
28,GET,None,6,11.0,2023-08-24 01:20:29
29,GET,None,6,10.0,2023-08-24 01:20:30
30,GET,None,6,7.0,2023-08-24 01:20:31
31,GET,None,6,7.0,2023-08-24 01:20:31
32,GET,None,6,6.0,2023-08-24 01:20:32
33,GET,None,6,8.0,2023-08-24 01:20:34
34,GET,None,6,14.0,2023-08-24 01:20:34
35,GET,None,6,10.0,2023-08-24 01:20:34
36,GET,None,6,7.0,2023-08-24 01:20:35
37,GET,None,6,9.0,2023-08-24 01:20:36
38,GET,None,6,6.0,2023-08-24 01:20:36
39,GET,None,6,3.0,2023-08-24 01:20:36
40,GET,None,6,14.0,2023-08-24 01:20:36
41,GET,None,6,3.0,2023-08-24 01:20:37
42,GET,None,6,9.0,2023-08-24 01:20:39
43,GET,None,6,15.0,2023-08-24 01:20:39
44,GET,None,6,3.0,2023-08-24 01:20:39
45,GET,None,6,5.0,2023-08-24 01:20:40
46,GET,None,6,9.0,2023-08-24 01:20:40
47,GET,None,6,5.0,2023-08-24 01:20:41
48,GET,None,6,7.0,2023-08-24 01:20:42
49,GET,None,6,8.0,2023-08-24 01:20:42
50,GET,None,6,2.0,2023-08-24 01:20:42
51,GET,None,6,18.0,2023-08-24 01:20:43
52,GET,None,6,8.0,2023-08-24 01:20:44
