id,req_type,reciever_DT_ID,API_ID,value,created
1,GET,None,18,8.0,2023-08-24 00:26:05
2,GET,None,18,4.0,2023-08-24 00:26:06
3,GET,None,18,8.0,2023-08-24 00:26:07
4,GET,None,18,7.0,2023-08-24 00:26:07
5,GET,None,18,8.0,2023-08-24 00:26:07
6,GET,None,18,6.0,2023-08-24 00:26:07
7,GET,None,18,4.0,2023-08-24 00:26:08
8,GET,None,18,4.0,2023-08-24 00:26:08
9,GET,None,18,4.0,2023-08-24 00:26:09
10,GET,None,18,9.0,2023-08-24 00:26:10
11,GET,None,18,8.0,2023-08-24 00:26:10
12,GET,None,18,7.0,2023-08-24 00:26:10
13,GET,None,18,8.0,2023-08-24 00:26:11
14,GET,None,18,7.0,2023-08-24 00:26:11
15,GET,None,18,4.0,2023-08-24 00:26:12
16,GET,None,18,8.0,2023-08-24 00:26:12
17,GET,None,18,5.0,2023-08-24 00:26:12
18,GET,None,18,7.0,2023-08-24 00:26:12
19,GET,None,18,8.0,2023-08-24 00:26:13
20,GET,None,18,10.0,2023-08-24 00:26:13
21,GET,None,18,4.0,2023-08-24 00:26:13
22,GET,None,18,5.0,2023-08-24 00:26:13
23,GET,None,18,8.0,2023-08-24 00:26:14
24,GET,None,18,7.0,2023-08-24 00:26:15
25,GET,None,18,5.0,2023-08-24 00:26:17
26,GET,None,18,8.0,2023-08-24 00:26:17
27,GET,None,18,4.0,2023-08-24 00:26:17
28,GET,None,18,8.0,2023-08-24 00:26:17
29,GET,None,18,7.0,2023-08-24 00:26:17
30,GET,None,18,6.0,2023-08-24 00:26:17
31,GET,None,18,7.0,2023-08-24 00:26:18
32,GET,None,18,4.0,2023-08-24 00:26:18
33,GET,None,18,8.0,2023-08-24 00:26:18
34,GET,None,18,8.0,2023-08-24 00:26:18
35,GET,None,18,4.0,2023-08-24 00:26:18
36,GET,None,18,8.0,2023-08-24 00:26:19
37,GET,None,18,7.0,2023-08-24 00:26:19
38,GET,None,18,7.0,2023-08-24 00:26:19
39,GET,None,18,8.0,2023-08-24 00:26:19
40,GET,None,18,8.0,2023-08-24 00:26:20
41,GET,None,18,4.0,2023-08-24 00:26:20
42,GET,None,18,7.0,2023-08-24 00:26:20
43,GET,None,18,8.0,2023-08-24 00:26:20
44,GET,None,18,9.0,2023-08-24 00:26:20
45,GET,None,18,8.0,2023-08-24 00:26:20
46,GET,None,18,9.0,2023-08-24 00:26:21
47,GET,None,18,7.0,2023-08-24 00:26:21
48,GET,None,18,4.0,2023-08-24 00:26:22
49,GET,None,18,10.0,2023-08-24 00:26:22
50,GET,None,18,8.0,2023-08-24 00:26:23
