id,formula,calculated,created
1,,-18.0,2023-08-08 12:57:55
2,,-16.0,2023-08-08 12:58:04
3,,20.0,2023-08-08 12:58:16
4,,-48.0,2023-08-08 12:58:24
5,,0.0,2023-08-08 12:58:36
6,,-70.0,2023-08-08 12:58:55
7,,-126.0,2023-08-08 12:59:04
8,,18.0,2023-08-08 12:59:14
9,,-7.0,2023-08-08 12:59:24
10,,-10.0,2023-08-08 12:59:34
11,,-16.0,2023-08-08 12:59:46
12,,-7.0,2023-08-08 13:00:04
13,,136.0,2023-08-08 13:00:16
14,,16.0,2023-08-08 13:00:34
15,,-33.0,2023-08-08 13:00:46
