id,DT_ID,API_ID,elapsed_time,created
1,1,99,1.01117,2023-08-16 23:35:01
2,1,99,1.0045,2023-08-16 23:35:10
3,1,99,0.002104,2023-08-16 23:35:18
4,1,99,0.003649,2023-08-16 23:35:27
5,1,99,0.00197,2023-08-16 23:35:36
6,1,99,0.003668,2023-08-16 23:35:45
7,1,99,0.002498,2023-08-16 23:35:54
8,1,99,1.012047,2023-08-16 23:36:04
9,1,99,0.003886,2023-08-16 23:36:12
10,1,99,0.002741,2023-08-16 23:36:21
11,1,99,0.003897,2023-08-16 23:36:30
12,1,99,0.005037,2023-08-16 23:36:39
13,1,99,0.002339,2023-08-16 23:36:48
14,1,99,0.004489,2023-08-16 23:36:57
15,1,99,1.005345,2023-08-16 23:37:07
16,1,99,0.003466,2023-08-16 23:37:15
17,1,99,1.012402,2023-08-16 23:37:27
18,1,99,0.004525,2023-08-16 23:37:35
