id,formula_cal_id,source,val_pos,value,created
1,1,i,2,10.0,2023-08-24 00:23:52
2,1,e,4,3.0,2023-08-24 00:23:52
3,2,i,2,8.0,2023-08-24 00:23:58
4,2,e,4,3.0,2023-08-24 00:23:58
5,3,i,2,15.0,2023-08-24 00:24:04
6,3,e,4,10.0,2023-08-24 00:24:04
7,4,i,2,5.0,2023-08-24 00:24:11
8,4,e,4,3.0,2023-08-24 00:24:11
9,5,i,2,2.0,2023-08-24 00:24:17
10,5,e,4,13.0,2023-08-24 00:24:17
11,6,i,2,7.0,2023-08-24 00:24:24
12,6,e,4,8.0,2023-08-24 00:24:24
13,7,i,2,8.0,2023-08-24 00:24:28
14,7,e,4,1.0,2023-08-24 00:24:28
15,8,i,2,8.0,2023-08-24 00:24:34
16,8,e,4,3.0,2023-08-24 00:24:34
17,9,i,2,10.0,2023-08-24 00:24:42
18,9,e,4,3.0,2023-08-24 00:24:42
19,10,i,2,5.0,2023-08-24 00:24:46
20,10,e,4,1.0,2023-08-24 00:24:46
21,11,i,2,3.0,2023-08-24 00:24:52
22,11,e,4,1.0,2023-08-24 00:24:52
23,12,i,2,8.0,2023-08-24 00:24:58
24,12,e,4,4.0,2023-08-24 00:24:58
25,13,i,2,9.0,2023-08-24 00:25:04
26,13,e,4,3.0,2023-08-24 00:25:04
27,14,i,2,14.0,2023-08-24 00:25:10
28,14,e,4,11.0,2023-08-24 00:25:10
29,15,i,2,8.0,2023-08-24 00:25:18
30,15,e,4,7.0,2023-08-24 00:25:18
