id,formula_cal_id,source,val_pos,value,created
1,1,i,2,3.0,2023-08-24 00:23:41
2,1,e,4,7.0,2023-08-24 00:23:41
3,2,i,2,3.0,2023-08-24 00:23:50
4,2,e,4,7.0,2023-08-24 00:23:50
5,3,i,2,3.0,2023-08-24 00:23:59
6,3,e,4,7.0,2023-08-24 00:23:59
7,4,i,2,4.0,2023-08-24 00:24:07
8,4,e,4,11.0,2023-08-24 00:24:07
9,5,i,2,3.0,2023-08-24 00:24:16
10,5,e,4,9.0,2023-08-24 00:24:16
11,6,i,2,3.0,2023-08-24 00:24:26
12,6,e,4,13.0,2023-08-24 00:24:26
13,7,i,2,4.0,2023-08-24 00:24:35
14,7,e,4,4.0,2023-08-24 00:24:35
15,8,i,2,4.0,2023-08-24 00:24:43
16,8,e,4,10.0,2023-08-24 00:24:43
17,9,i,2,4.0,2023-08-24 00:24:52
18,9,e,4,9.0,2023-08-24 00:24:52
19,10,i,2,4.0,2023-08-24 00:25:02
20,10,e,4,10.0,2023-08-24 00:25:02
21,11,i,2,3.0,2023-08-24 00:25:09
22,11,e,4,12.0,2023-08-24 00:25:09
23,12,i,2,3.0,2023-08-24 00:25:19
24,12,e,4,8.0,2023-08-24 00:25:19
25,13,i,2,3.0,2023-08-24 00:25:28
26,13,e,4,5.0,2023-08-24 00:25:28
27,14,i,2,4.0,2023-08-24 00:25:38
28,14,e,4,8.0,2023-08-24 00:25:38
29,15,i,2,3.0,2023-08-24 00:25:47
30,15,e,4,10.0,2023-08-24 00:25:47
