id,formula_cal_id,source,val_pos,value,created
1,3,i,2,9.0,2023-08-16 22:57:08
2,3,e,4,8.0,2023-08-16 22:57:08
3,3,e,6,8.0,2023-08-16 22:57:08
4,4,i,2,7.0,2023-08-16 22:57:17
5,4,e,4,5.0,2023-08-16 22:57:17
6,4,e,6,5.0,2023-08-16 22:57:17
7,5,i,2,10.0,2023-08-16 22:57:26
8,5,e,4,14.0,2023-08-16 22:57:26
9,5,e,6,14.0,2023-08-16 22:57:26
10,6,i,2,11.0,2023-08-16 22:57:35
11,6,e,4,8.0,2023-08-16 22:57:35
12,6,e,6,8.0,2023-08-16 22:57:35
13,7,i,2,8.0,2023-08-16 22:57:44
14,7,e,4,11.0,2023-08-16 22:57:44
15,7,e,6,11.0,2023-08-16 22:57:44
16,8,i,2,7.0,2023-08-16 22:57:53
17,8,e,4,10.0,2023-08-16 22:57:53
18,8,e,6,10.0,2023-08-16 22:57:53
19,9,i,2,11.0,2023-08-16 22:58:02
20,9,e,4,5.0,2023-08-16 22:58:02
21,9,e,6,5.0,2023-08-16 22:58:02
22,10,i,2,7.0,2023-08-16 22:58:11
23,10,e,4,5.0,2023-08-16 22:58:11
24,10,e,6,5.0,2023-08-16 22:58:11
25,11,i,2,8.0,2023-08-16 22:58:20
26,11,e,4,11.0,2023-08-16 22:58:20
27,11,e,6,11.0,2023-08-16 22:58:20
28,12,i,2,8.0,2023-08-16 22:58:29
29,12,e,4,11.0,2023-08-16 22:58:29
30,12,e,6,11.0,2023-08-16 22:58:29
31,13,i,2,10.0,2023-08-16 22:58:38
32,13,e,4,10.0,2023-08-16 22:58:38
33,13,e,6,10.0,2023-08-16 22:58:38
34,14,i,2,9.0,2023-08-16 22:58:47
35,14,e,4,8.0,2023-08-16 22:58:47
36,14,e,6,8.0,2023-08-16 22:58:47
37,15,i,2,12.0,2023-08-16 22:58:56
38,15,e,4,9.0,2023-08-16 22:58:56
39,15,e,6,9.0,2023-08-16 22:58:56
40,16,i,2,10.0,2023-08-16 22:59:05
41,16,e,4,14.0,2023-08-16 22:59:05
42,16,e,6,14.0,2023-08-16 22:59:05
43,17,i,2,9.0,2023-08-16 22:59:14
44,17,e,4,10.0,2023-08-16 22:59:14
45,17,e,6,10.0,2023-08-16 22:59:14
