id,DT_ID,type,trend,h,p,z,tau,s,var_s,slope,intercept,created
1,1,data_tbl,no trend,0,0.1489146731787656,1.4433756729740643,0.6,6.0,12.0,0.875,4.25,2023-08-16 23:45:45
2,1,data_tbl,no trend,0,0.6952985667826368,-0.39167472590032015,-0.08888888888888889,-4.0,58.666666666666664,0.0,6.0,2023-08-16 23:46:35
3,1,data_tbl,no trend,0,0.4751235238172633,0.7141676407723387,0.1238095238095238,13.0,282.3333333333333,0.0,6.0,2023-08-16 23:47:26
4,1,data_tbl,no trend,0,0.4751235238172633,0.7141676407723387,0.1238095238095238,13.0,282.3333333333333,0.0,6.0,2023-08-16 23:47:26
