id,direction,req_type,DT_ID,API_ID,url,formula_position,status
1,from,GET,2,6,http://127.0.0.1:9200/sendvalue,4,1
2,from,GET,2,6,http://127.0.0.1:9200/sendvalue,6,1
3,from,GET,2,6,http://127.0.0.1:9200/sendvalue,8,1
