id,req_type,DT_ID,API_ID,value,used,created
1,GET,2,6,7.0,1,2023-08-24 00:23:41
2,GET,2,6,7.0,1,2023-08-24 00:23:50
3,GET,2,6,7.0,1,2023-08-24 00:23:59
4,GET,2,6,11.0,1,2023-08-24 00:24:07
5,GET,2,6,9.0,1,2023-08-24 00:24:16
6,GET,2,6,13.0,1,2023-08-24 00:24:26
7,GET,2,6,4.0,1,2023-08-24 00:24:35
8,GET,2,6,10.0,1,2023-08-24 00:24:43
9,GET,2,6,9.0,1,2023-08-24 00:24:52
10,GET,2,6,10.0,1,2023-08-24 00:25:02
11,GET,2,6,12.0,1,2023-08-24 00:25:09
12,GET,2,6,8.0,1,2023-08-24 00:25:19
13,GET,2,6,5.0,1,2023-08-24 00:25:28
14,GET,2,6,8.0,1,2023-08-24 00:25:38
15,GET,2,6,10.0,1,2023-08-24 00:25:47
