id,DT_ID,type,trend,h,p,z,tau,s,var_s,slope,intercept,created
1,1,data_tbl,no trend,0,1.0,0.0,0.3333333333333333,1.0,3.6666666666666665,0.5,10.5,2023-08-24 01:21:25
2,2,data_tbl,no trend,0,0.19600585904390044,-1.2930150352126877,-0.2571428571428571,-27.0,404.3333333333333,-0.3,9.1,2023-08-24 01:21:25
3,1,data_tbl,no trend,0,1.0,0.0,0.3333333333333333,1.0,3.6666666666666665,0.5,10.5,2023-08-24 01:23:04
4,2,data_tbl,no trend,0,0.4002552721411816,-0.8411654158883443,-0.1103448275862069,-48.0,3122.0,-0.1111111111111111,9.11111111111111,2023-08-24 01:23:04
5,1,data_tbl,no trend,0,1.0,0.0,0.3333333333333333,1.0,3.6666666666666665,0.5,10.5,2023-08-24 01:24:33
6,2,data_tbl,no trend,0,0.4310120033839937,-0.7874610796982484,-0.08181818181818182,-81.0,10321.0,-0.03571428571428571,8.785714285714286,2023-08-24 01:24:33
7,1,data_tbl,no trend,0,1.0,0.0,0.3333333333333333,1.0,3.6666666666666665,0.5,10.5,2023-08-24 01:24:33
8,2,data_tbl,no trend,0,0.4310120033839937,-0.7874610796982484,-0.08181818181818182,-81.0,10321.0,-0.03571428571428571,8.785714285714286,2023-08-24 01:24:33
