id,req_type,DT_ID,API_ID,value,used,created
1,POST,2,7,11.0,1,2023-05-27 14:25:46
2,POST,2,7,9.0,1,2023-05-27 14:25:46
3,POST,2,7,11.0,1,2023-05-27 14:25:53
4,POST,2,7,7.0,1,2023-05-27 14:25:53
5,POST,2,7,7.0,1,2023-05-27 14:25:58
6,POST,2,7,10.0,1,2023-05-27 14:25:59
7,POST,2,7,9.0,1,2023-05-27 14:26:04
8,POST,2,7,8.0,1,2023-05-27 14:26:04
9,POST,2,7,8.0,1,2023-05-27 14:26:10
10,POST,2,7,13.0,1,2023-05-27 14:26:10
11,POST,2,7,5.0,1,2023-05-27 14:26:16
12,POST,2,7,1.0,1,2023-05-27 14:26:16
13,POST,2,7,7.0,1,2023-05-27 14:26:22
14,POST,2,7,7.0,1,2023-05-27 14:26:23
15,POST,2,7,13.0,1,2023-05-27 14:26:28
16,POST,2,7,6.0,0,2023-05-27 14:26:29
17,POST,2,7,9.0,0,2023-05-27 14:26:35
18,POST,2,7,10.0,0,2023-05-27 14:26:35
19,POST,2,7,3.0,0,2023-05-27 14:26:40
20,POST,2,7,8.0,0,2023-05-27 14:26:41
21,POST,2,7,10.0,0,2023-05-27 14:26:47
22,POST,2,7,7.0,0,2023-05-27 14:26:47
23,POST,2,7,12.0,0,2023-05-27 14:26:52
24,POST,2,7,6.0,0,2023-05-27 14:26:52
25,POST,2,7,5.0,0,2023-05-27 14:26:59
26,POST,2,7,3.0,0,2023-05-27 14:26:59
27,POST,2,7,9.0,0,2023-05-27 14:27:04
28,POST,2,7,1.0,0,2023-05-27 14:27:04
29,POST,2,7,9.0,0,2023-05-27 14:27:11
30,POST,2,7,7.0,0,2023-05-27 14:27:11
31,POST,2,7,8.0,0,2023-05-27 14:27:16
32,POST,2,7,8.0,0,2023-05-27 14:27:16
33,POST,2,7,4.0,0,2023-05-27 14:27:23
34,POST,2,7,11.0,0,2023-05-27 14:27:23
35,POST,2,7,10.0,0,2023-05-27 14:27:28
36,POST,2,7,4.0,0,2023-05-27 14:27:28
37,POST,2,7,7.0,0,2023-05-27 14:27:34
38,POST,2,7,13.0,0,2023-05-27 14:27:35
39,POST,2,7,10.0,0,2023-05-27 14:27:41
40,POST,2,7,2.0,0,2023-05-27 14:27:41
41,POST,2,7,8.0,0,2023-05-27 14:27:47
42,POST,2,7,3.0,0,2023-05-27 14:27:47
