id,DT_ID,API_ID,elapsed_time,created
1,1,2,1.012246,2023-08-16 23:45:06
2,1,2,1.011262,2023-08-16 23:45:16
3,1,2,1.007698,2023-08-16 23:45:26
4,1,2,1.01746,2023-08-16 23:45:36
5,1,2,0.004674,2023-08-16 23:45:45
6,1,2,0.002718,2023-08-16 23:45:55
7,1,2,0.007339,2023-08-16 23:46:05
8,1,2,0.006508,2023-08-16 23:46:15
9,1,2,1.008775,2023-08-16 23:46:26
10,1,2,0.006702,2023-08-16 23:46:35
11,1,2,1.009836,2023-08-16 23:46:46
12,1,2,0.006427,2023-08-16 23:46:55
13,1,2,0.004347,2023-08-16 23:47:05
14,1,2,0.004588,2023-08-16 23:47:15
15,1,2,1.00886,2023-08-16 23:47:26
