id,formula,calculated,created
1,,14.0,2023-05-27 12:35:59
2,,7.0,2023-05-27 12:36:06
3,,10.0,2023-05-27 12:36:15
4,,14.0,2023-05-27 12:36:23
5,,15.0,2023-05-27 12:36:31
6,,13.0,2023-05-27 12:36:39
7,,13.0,2023-05-27 12:36:48
8,,14.0,2023-05-27 12:36:56
9,,12.0,2023-05-27 12:37:02
10,,16.0,2023-05-27 12:37:12
11,,16.0,2023-05-27 12:37:18
12,,13.0,2023-05-27 12:37:26
13,,16.0,2023-05-27 12:37:35
14,,17.0,2023-05-27 12:37:42
15,,8.0,2023-05-27 12:37:52
