id,DT_ID,stdev_value,created
1,2,3.012,2023-08-24 00:24:59
2,1,2.392,2023-08-24 00:24:59
3,2,3.55,2023-08-24 00:25:47
4,1,2.467,2023-08-24 00:25:47
5,2,4.352,2023-08-24 00:26:37
6,1,2.543,2023-08-24 00:26:37
