id,DT_ID,type,trend,h,p,z,tau,s,var_s,slope,intercept,created
1,2,data_tbl,no trend,0,0.794002680192762,0.26111648393354675,0.2,2.0,14.666666666666666,0.125,3.75,2023-05-25 12:25:14
2,2,data_tbl,no trend,0,0.4134041188492747,-0.8179178119091963,-0.2,-9.0,95.66666666666669,0.0,3.0,2023-05-25 12:25:49
3,2,data_tbl,no trend,0,0.4966758035508203,-0.6797294208444249,-0.1238095238095238,-13.0,311.6666666666667,0.0,3.0,2023-05-25 12:26:24
4,2,data_tbl,no trend,0,0.4966758035508203,-0.6797294208444249,-0.1238095238095238,-13.0,311.6666666666667,0.0,3.0,2023-05-25 12:26:24
