id,DT_ID,stdev_value,created,status
1,1,0.579,2023-08-25 14:59:36,1
2,1,0.78,2023-08-25 15:00:23,1
3,1,0.734,2023-08-25 15:01:05,1
4,1,0.792,2023-08-25 15:01:52,1
