id,DT_ID,API_ID,elapsed_time,created
1,1,2,3.008607,2023-08-08 12:57:55
2,1,99,2.004813,2023-08-08 12:57:57
3,1,99,3.005077,2023-08-08 12:58:00
4,1,2,2.014492,2023-08-08 12:58:04
5,1,99,3.01258,2023-08-08 12:58:07
6,1,99,2.010904,2023-08-08 12:58:09
7,1,2,4.009991,2023-08-08 12:58:16
8,1,99,2.006062,2023-08-08 12:58:18
9,1,99,2.008376,2023-08-08 12:58:20
10,1,2,2.005456,2023-08-08 12:58:24
11,1,99,4.008766,2023-08-08 12:58:28
12,1,99,2.008962,2023-08-08 12:58:30
13,1,2,4.006735,2023-08-08 12:58:36
14,1,99,4.011371,2023-08-08 12:58:40
15,1,99,4.00939,2023-08-08 12:58:44
16,1,2,3.012374,2023-08-08 12:58:55
17,1,99,3.00771,2023-08-08 12:58:58
18,1,99,2.007828,2023-08-08 12:59:00
19,1,2,2.014277,2023-08-08 12:59:04
20,1,99,3.009459,2023-08-08 12:59:07
21,1,99,4.012136,2023-08-08 12:59:11
22,1,2,2.007953,2023-08-08 12:59:14
23,1,99,3.010368,2023-08-08 12:59:17
24,1,99,4.011037,2023-08-08 12:59:21
25,1,2,2.008521,2023-08-08 12:59:24
26,1,99,2.012825,2023-08-08 12:59:26
27,1,99,4.005,2023-08-08 12:59:30
28,1,2,2.011086,2023-08-08 12:59:34
29,1,99,2.013092,2023-08-08 12:59:36
30,1,99,3.009558,2023-08-08 12:59:39
31,1,2,4.013664,2023-08-08 12:59:46
32,1,99,2.008698,2023-08-08 12:59:48
33,1,99,4.012519,2023-08-08 12:59:52
34,1,2,2.008372,2023-08-08 13:00:04
35,1,99,2.007038,2023-08-08 13:00:06
36,1,99,4.013001,2023-08-08 13:00:10
37,1,2,4.012515,2023-08-08 13:00:16
38,1,99,4.012395,2023-08-08 13:00:20
39,1,99,3.009482,2023-08-08 13:00:23
40,1,2,2.013182,2023-08-08 13:00:34
41,1,99,4.007712,2023-08-08 13:00:38
42,1,99,2.012528,2023-08-08 13:00:40
43,1,2,4.013303,2023-08-08 13:00:46
44,1,99,2.005314,2023-08-08 13:00:48
45,1,99,2.010949,2023-08-08 13:00:50
