id,formula,calculated,created
1,,-2.0,2023-08-18 00:57:34
2,,-4.0,2023-08-18 00:57:44
3,,-3.0,2023-08-18 00:57:55
4,,-7.0,2023-08-18 00:58:05
5,,-4.0,2023-08-18 00:58:15
6,,7.0,2023-08-18 00:58:25
7,,-5.0,2023-08-18 00:58:34
8,,5.0,2023-08-18 00:58:45
9,,5.0,2023-08-18 00:58:55
10,,-2.0,2023-08-18 00:59:04
11,,-3.0,2023-08-18 00:59:16
12,,-1.0,2023-08-18 00:59:25
13,,9.0,2023-08-18 00:59:35
14,,0.0,2023-08-18 00:59:45
15,,-3.0,2023-08-18 00:59:56
