id,DT_ID,API_ID,elapsed_time,created
1,3,9,4.011454,2023-08-16 23:45:13
2,3,99,2.007373,2023-08-16 23:45:15
3,3,99,4.011557,2023-08-16 23:45:19
4,3,9,2.012861,2023-08-16 23:45:29
5,3,99,4.005537,2023-08-16 23:45:33
6,3,99,3.005892,2023-08-16 23:45:36
7,3,9,2.010634,2023-08-16 23:45:47
8,3,99,3.009538,2023-08-16 23:45:50
9,3,99,4.008503,2023-08-16 23:45:54
10,3,9,2.016488,2023-08-16 23:46:05
11,3,99,3.007432,2023-08-16 23:46:08
12,3,99,2.01391,2023-08-16 23:46:10
13,3,9,2.00992,2023-08-16 23:46:14
14,3,99,2.009691,2023-08-16 23:46:16
15,3,99,3.014238,2023-08-16 23:46:19
16,3,9,3.01271,2023-08-16 23:46:24
17,3,99,2.012234,2023-08-16 23:46:26
18,3,99,2.012524,2023-08-16 23:46:28
19,3,9,2.009118,2023-08-16 23:46:32
20,3,99,2.006207,2023-08-16 23:46:34
21,3,99,4.018575,2023-08-16 23:46:38
22,3,9,3.010269,2023-08-16 23:46:42
23,3,99,4.011053,2023-08-16 23:46:46
24,3,99,4.007098,2023-08-16 23:46:50
25,3,9,4.007323,2023-08-16 23:47:01
26,3,99,3.013272,2023-08-16 23:47:04
27,3,99,2.015322,2023-08-16 23:47:06
28,3,9,3.011012,2023-08-16 23:47:18
29,3,99,2.009931,2023-08-16 23:47:20
30,3,99,2.008423,2023-08-16 23:47:22
31,3,9,3.007835,2023-08-16 23:47:27
32,3,99,3.005886,2023-08-16 23:47:30
33,3,99,4.005159,2023-08-16 23:47:34
34,3,9,3.00685,2023-08-16 23:47:45
35,3,99,3.011102,2023-08-16 23:47:48
36,3,99,3.009225,2023-08-16 23:47:51
37,3,9,2.007268,2023-08-16 23:48:02
38,3,99,4.016786,2023-08-16 23:48:06
39,3,99,3.010668,2023-08-16 23:48:09
40,3,9,3.01343,2023-08-16 23:48:21
41,3,99,3.006423,2023-08-16 23:48:24
42,3,99,4.011268,2023-08-16 23:48:28
43,3,9,3.011124,2023-08-16 23:48:39
44,3,99,2.009345,2023-08-16 23:48:41
45,3,99,2.011299,2023-08-16 23:48:43
