id,formula_cal_id,source,val_pos,value,created
1,1,i,2,2.0,2023-08-18 00:49:22
2,1,e,4,8.0,2023-08-18 00:49:22
3,2,i,2,2.0,2023-08-18 00:49:30
4,2,e,4,7.0,2023-08-18 00:49:30
5,3,i,2,2.0,2023-08-18 00:49:38
6,3,e,4,6.0,2023-08-18 00:49:38
7,4,i,2,2.0,2023-08-18 00:49:46
8,4,e,4,7.0,2023-08-18 00:49:46
9,6,i,2,3.0,2023-08-18 00:50:02
10,6,e,4,6.0,2023-08-18 00:50:02
11,7,i,2,1.0,2023-08-18 00:50:10
12,7,e,4,6.0,2023-08-18 00:50:10
13,8,i,2,6.0,2023-08-18 00:50:18
14,8,e,4,7.0,2023-08-18 00:50:18
15,9,i,2,1.0,2023-08-18 00:50:26
16,9,e,4,6.0,2023-08-18 00:50:26
17,10,i,2,1.0,2023-08-18 00:50:34
18,10,e,4,7.0,2023-08-18 00:50:34
19,11,i,2,1.0,2023-08-18 00:50:42
20,11,e,4,6.0,2023-08-18 00:50:42
21,12,i,2,2.0,2023-08-18 00:50:50
22,12,e,4,6.0,2023-08-18 00:50:50
23,13,i,2,2.0,2023-08-18 00:50:58
24,13,e,4,7.0,2023-08-18 00:50:58
25,15,i,2,1.0,2023-08-18 00:51:14
26,15,e,4,7.0,2023-08-18 00:51:14
27,16,i,2,2.0,2023-08-18 00:51:22
28,16,e,4,6.0,2023-08-18 00:51:22
29,17,i,2,1.0,2023-08-18 00:51:30
30,17,e,4,8.0,2023-08-18 00:51:30
