id,req_type,DT_ID,API_ID,value,used,created
1,GET,1,2,8.0,1,2023-08-08 12:57:55
2,GET,1,2,7.0,1,2023-08-08 12:58:04
3,GET,1,2,7.0,1,2023-08-08 12:58:16
4,GET,1,2,14.0,1,2023-08-08 12:58:24
5,GET,1,2,7.0,1,2023-08-08 12:58:36
6,GET,1,2,11.0,1,2023-08-08 12:58:55
7,GET,1,2,10.0,1,2023-08-08 12:59:04
8,GET,1,2,8.0,1,2023-08-08 12:59:14
9,GET,1,2,5.0,1,2023-08-08 12:59:24
10,GET,1,2,6.0,1,2023-08-08 12:59:34
11,GET,1,2,9.0,1,2023-08-08 12:59:46
12,GET,1,2,6.0,1,2023-08-08 13:00:04
13,GET,1,2,5.0,1,2023-08-08 13:00:16
14,GET,1,2,6.0,1,2023-08-08 13:00:34
15,GET,1,2,13.0,1,2023-08-08 13:00:46
