id,req_type,reciever_DT_ID,API_ID,value,created,status
1,GET,None,2,7.0,2023-08-25 14:59:10,1
2,GET,None,2,7.0,2023-08-25 14:59:11,1
3,GET,None,2,9.0,2023-08-25 14:59:13,1
4,GET,None,2,10.0,2023-08-25 14:59:13,1
5,GET,None,2,7.0,2023-08-25 14:59:14,1
6,GET,None,2,12.0,2023-08-25 14:59:15,1
7,GET,None,2,7.0,2023-08-25 14:59:17,1
8,GET,None,2,13.0,2023-08-25 14:59:18,1
9,GET,None,2,8.0,2023-08-25 14:59:18,1
10,GET,None,2,13.0,2023-08-25 14:59:19,1
11,GET,None,2,11.0,2023-08-25 14:59:19,1
12,GET,None,2,7.0,2023-08-25 14:59:19,1
13,GET,None,2,8.0,2023-08-25 14:59:23,1
14,GET,None,2,10.0,2023-08-25 14:59:26,1
15,GET,None,2,10.0,2023-08-25 14:59:26,1
16,GET,None,2,13.0,2023-08-25 14:59:29,1
17,GET,None,2,7.0,2023-08-25 14:59:30,1
18,GET,None,2,10.0,2023-08-25 14:59:30,1
19,GET,None,2,11.0,2023-08-25 14:59:32,1
20,GET,None,2,11.0,2023-08-25 14:59:32,1
21,GET,None,2,9.0,2023-08-25 14:59:33,1
22,GET,None,2,7.0,2023-08-25 14:59:34,1
23,GET,None,2,10.0,2023-08-25 14:59:34,1
24,GET,None,2,11.0,2023-08-25 14:59:35,1
25,GET,None,2,7.0,2023-08-25 14:59:35,1
26,GET,None,2,10.0,2023-08-25 14:59:35,1
27,GET,None,2,8.0,2023-08-25 14:59:35,1
28,GET,None,2,9.0,2023-08-25 14:59:36,1
29,GET,None,2,8.0,2023-08-25 14:59:36,1
30,GET,None,2,14.0,2023-08-25 14:59:36,1
31,GET,None,2,9.0,2023-08-25 14:59:36,1
32,GET,None,2,8.0,2023-08-25 14:59:36,1
33,GET,None,2,11.0,2023-08-25 14:59:36,1
34,GET,None,2,11.0,2023-08-25 14:59:37,1
35,GET,None,2,8.0,2023-08-25 14:59:37,1
36,GET,None,2,10.0,2023-08-25 14:59:38,1
37,GET,None,2,7.0,2023-08-25 14:59:38,1
38,GET,None,2,11.0,2023-08-25 14:59:38,1
39,GET,None,2,8.0,2023-08-25 14:59:39,1
40,GET,None,2,9.0,2023-08-25 14:59:40,1
41,POST,2,3,10.0,2023-08-25 14:59:40,1
42,POST,2,3,13.0,2023-08-25 14:59:40,1
43,GET,None,2,9.0,2023-08-25 14:59:41,1
44,GET,None,2,8.0,2023-08-25 14:59:41,1
45,GET,None,2,8.0,2023-08-25 14:59:42,1
46,GET,None,2,10.0,2023-08-25 14:59:42,1
47,GET,None,2,10.0,2023-08-25 14:59:42,1
48,GET,None,2,12.0,2023-08-25 14:59:44,1
49,GET,None,2,11.0,2023-08-25 14:59:44,1
50,GET,None,2,10.0,2023-08-25 14:59:44,1
51,GET,None,2,10.0,2023-08-25 14:59:44,1
52,GET,None,2,8.0,2023-08-25 14:59:47,1
53,GET,None,2,9.0,2023-08-25 14:59:48,1
54,POST,2,3,7.0,2023-08-25 14:59:49,1
55,POST,2,3,12.0,2023-08-25 14:59:50,1
56,GET,None,2,7.0,2023-08-25 14:59:53,1
57,POST,2,3,10.0,2023-08-25 14:59:59,1
58,POST,2,3,11.0,2023-08-25 14:59:59,1
59,GET,None,2,7.0,2023-08-25 15:00:03,1
60,GET,None,2,10.0,2023-08-25 15:00:04,1
61,POST,2,3,7.0,2023-08-25 15:00:09,1
62,POST,2,3,10.0,2023-08-25 15:00:09,1
63,GET,None,2,10.0,2023-08-25 15:00:09,1
64,GET,None,2,10.0,2023-08-25 15:00:11,1
65,POST,2,3,8.0,2023-08-25 15:00:19,1
66,POST,2,3,9.0,2023-08-25 15:00:19,1
67,GET,None,2,11.0,2023-08-25 15:00:21,1
68,GET,None,2,9.0,2023-08-25 15:00:29,1
69,POST,2,3,8.0,2023-08-25 15:00:30,1
70,POST,2,3,12.0,2023-08-25 15:00:30,1
71,GET,None,2,13.0,2023-08-25 15:00:38,1
72,POST,2,3,8.0,2023-08-25 15:00:39,1
73,POST,2,3,10.0,2023-08-25 15:00:39,1
74,GET,None,2,11.0,2023-08-25 15:00:48,1
75,POST,2,3,7.0,2023-08-25 15:00:49,1
76,POST,2,3,10.0,2023-08-25 15:00:49,1
77,GET,None,2,7.0,2023-08-25 15:00:56,1
78,POST,2,3,10.0,2023-08-25 15:01:00,1
79,POST,2,3,8.0,2023-08-25 15:01:01,1
80,GET,None,2,7.0,2023-08-25 15:01:05,1
81,POST,2,3,12.0,2023-08-25 15:01:10,1
82,POST,2,3,10.0,2023-08-25 15:01:10,1
83,GET,None,2,12.0,2023-08-25 15:01:16,1
84,POST,2,3,10.0,2023-08-25 15:01:20,1
85,POST,2,3,10.0,2023-08-25 15:01:20,1
86,GET,None,2,13.0,2023-08-25 15:01:24,1
87,POST,2,3,9.0,2023-08-25 15:01:30,1
88,POST,2,3,9.0,2023-08-25 15:01:30,1
89,GET,None,2,9.0,2023-08-25 15:01:33,1
90,POST,2,3,11.0,2023-08-25 15:01:40,1
91,POST,2,3,11.0,2023-08-25 15:01:40,1
92,GET,None,2,9.0,2023-08-25 15:01:42,1
93,POST,2,3,10.0,2023-08-25 15:01:49,1
94,POST,2,3,7.0,2023-08-25 15:01:49,1
95,GET,None,2,7.0,2023-08-25 15:01:52,1
96,POST,2,3,10.0,2023-08-25 15:02:00,1
97,POST,2,3,9.0,2023-08-25 15:02:00,1
