id,req_type,reciever_DT_ID,API_ID,value,created
1,POST,1,7,8.0,2023-08-18 00:49:19
2,POST,1,7,7.0,2023-08-18 00:49:29
3,POST,1,7,6.0,2023-08-18 00:49:38
4,POST,1,7,7.0,2023-08-18 00:49:46
5,GET,None,6,6.0,2023-08-18 00:49:50
6,GET,None,6,7.0,2023-08-18 00:49:50
7,GET,None,6,7.0,2023-08-18 00:49:50
8,GET,None,6,7.0,2023-08-18 00:49:51
9,GET,None,6,9.0,2023-08-18 00:49:51
10,GET,None,6,6.0,2023-08-18 00:49:51
11,GET,None,6,6.0,2023-08-18 00:49:51
12,GET,None,6,6.0,2023-08-18 00:49:51
13,GET,None,6,6.0,2023-08-18 00:49:51
14,GET,None,6,6.0,2023-08-18 00:49:51
15,GET,None,6,6.0,2023-08-18 00:49:51
16,GET,None,6,6.0,2023-08-18 00:49:51
17,GET,None,6,6.0,2023-08-18 00:49:51
18,GET,None,6,6.0,2023-08-18 00:49:52
19,GET,None,6,8.0,2023-08-18 00:49:52
20,GET,None,6,6.0,2023-08-18 00:49:52
21,GET,None,6,6.0,2023-08-18 00:49:52
22,GET,None,6,6.0,2023-08-18 00:49:52
23,GET,None,6,6.0,2023-08-18 00:49:52
24,GET,None,6,6.0,2023-08-18 00:49:52
25,GET,None,6,6.0,2023-08-18 00:49:53
26,GET,None,6,6.0,2023-08-18 00:49:53
27,GET,None,6,7.0,2023-08-18 00:49:53
28,GET,None,6,6.0,2023-08-18 00:49:54
29,GET,None,6,6.0,2023-08-18 00:49:54
30,GET,None,6,7.0,2023-08-18 00:49:54
31,GET,None,6,6.0,2023-08-18 00:49:54
32,GET,None,6,6.0,2023-08-18 00:49:54
33,GET,None,6,6.0,2023-08-18 00:49:54
34,GET,None,6,8.0,2023-08-18 00:49:54
35,GET,None,6,6.0,2023-08-18 00:49:54
36,GET,None,6,6.0,2023-08-18 00:49:54
37,GET,None,6,6.0,2023-08-18 00:49:54
38,GET,None,6,6.0,2023-08-18 00:49:54
39,GET,None,6,7.0,2023-08-18 00:49:54
40,POST,1,7,6.0,2023-08-18 00:49:55
41,GET,None,6,9.0,2023-08-18 00:49:55
42,GET,None,6,6.0,2023-08-18 00:49:55
43,GET,None,6,6.0,2023-08-18 00:49:55
44,GET,None,6,6.0,2023-08-18 00:49:55
45,GET,None,6,6.0,2023-08-18 00:49:55
46,GET,None,6,7.0,2023-08-18 00:49:55
47,GET,None,6,7.0,2023-08-18 00:49:55
48,GET,None,6,6.0,2023-08-18 00:49:55
49,GET,None,6,7.0,2023-08-18 00:49:55
50,GET,None,6,6.0,2023-08-18 00:49:55
51,GET,None,6,6.0,2023-08-18 00:49:55
52,GET,None,6,6.0,2023-08-18 00:49:55
53,GET,None,6,7.0,2023-08-18 00:49:55
54,GET,None,6,6.0,2023-08-18 00:49:55
55,GET,None,6,8.0,2023-08-18 00:49:55
56,POST,1,7,6.0,2023-08-18 00:50:04
57,POST,1,7,7.0,2023-08-18 00:50:13
58,POST,1,7,6.0,2023-08-18 00:50:22
59,POST,1,7,7.0,2023-08-18 00:50:31
60,POST,1,7,6.0,2023-08-18 00:50:40
61,POST,1,7,6.0,2023-08-18 00:50:49
62,POST,1,7,7.0,2023-08-18 00:50:58
63,POST,1,7,7.0,2023-08-18 00:51:07
64,POST,1,7,6.0,2023-08-18 00:51:17
65,POST,1,7,8.0,2023-08-18 00:51:25
66,POST,1,7,6.0,2023-08-18 00:51:34
