id,req_type,reciever_DT_ID,API_ID,value,created
1,POST,1,7,3.0,2023-05-25 12:24:38
2,POST,1,7,5.0,2023-05-25 12:24:46
3,POST,1,7,3.0,2023-05-25 12:24:53
4,POST,1,7,5.0,2023-05-25 12:25:01
5,POST,1,7,4.0,2023-05-25 12:25:06
6,POST,1,7,6.0,2023-05-25 12:25:15
7,POST,1,7,3.0,2023-05-25 12:25:22
8,POST,1,7,3.0,2023-05-25 12:25:28
9,POST,1,7,3.0,2023-05-25 12:25:35
10,POST,1,7,3.0,2023-05-25 12:25:42
11,POST,1,7,3.0,2023-05-25 12:25:50
12,POST,1,7,3.0,2023-05-25 12:25:55
13,POST,1,7,4.0,2023-05-25 12:26:03
14,POST,1,7,4.0,2023-05-25 12:26:11
15,POST,1,7,3.0,2023-05-25 12:26:18
16,POST,1,7,6.0,2023-05-25 12:26:25
