id,req_type,DT_ID,API_ID,value,used,created
1,POST,1,3,7.0,1,2023-08-16 23:45:15
2,POST,1,3,7.0,1,2023-08-16 23:45:19
3,POST,1,3,6.0,1,2023-08-16 23:45:33
4,POST,1,3,6.0,1,2023-08-16 23:45:36
5,POST,1,3,6.0,1,2023-08-16 23:45:50
6,POST,1,3,6.0,1,2023-08-16 23:45:54
7,POST,1,3,6.0,1,2023-08-16 23:46:08
8,POST,1,3,6.0,1,2023-08-16 23:46:10
9,POST,1,3,7.0,1,2023-08-16 23:46:16
10,POST,1,3,6.0,1,2023-08-16 23:46:19
11,POST,1,3,6.0,1,2023-08-16 23:46:26
12,POST,1,3,6.0,1,2023-08-16 23:46:28
13,POST,1,3,6.0,1,2023-08-16 23:46:34
14,POST,1,3,6.0,1,2023-08-16 23:46:38
15,POST,1,3,7.0,1,2023-08-16 23:46:46
16,POST,1,3,6.0,0,2023-08-16 23:46:50
17,POST,1,3,7.0,0,2023-08-16 23:47:04
18,POST,1,3,7.0,0,2023-08-16 23:47:06
19,POST,1,3,7.0,0,2023-08-16 23:47:20
20,POST,1,3,6.0,0,2023-08-16 23:47:22
21,POST,1,3,6.0,0,2023-08-16 23:47:30
22,POST,1,3,7.0,0,2023-08-16 23:47:34
23,POST,1,3,8.0,0,2023-08-16 23:47:48
24,POST,1,3,7.0,0,2023-08-16 23:47:51
25,POST,1,3,10.0,0,2023-08-16 23:48:06
26,POST,1,3,6.0,0,2023-08-16 23:48:09
27,POST,1,3,8.0,0,2023-08-16 23:48:24
28,POST,1,3,6.0,0,2023-08-16 23:48:28
29,POST,1,3,6.0,0,2023-08-16 23:48:41
30,POST,1,3,6.0,0,2023-08-16 23:48:43
