id,req_type,reciever_DT_ID,API_ID,value,created
1,POST,2,3,1.0,2023-08-18 00:49:22
2,POST,2,3,2.0,2023-08-18 00:49:23
3,POST,2,3,4.0,2023-08-18 00:49:30
4,POST,2,3,1.0,2023-08-18 00:49:30
5,POST,2,3,4.0,2023-08-18 00:49:39
6,POST,2,3,1.0,2023-08-18 00:49:40
7,GET,None,2,3.0,2023-08-18 00:49:41
8,GET,None,2,1.0,2023-08-18 00:49:41
9,GET,None,2,2.0,2023-08-18 00:49:41
10,GET,None,2,1.0,2023-08-18 00:49:41
11,GET,None,2,1.0,2023-08-18 00:49:42
12,GET,None,2,2.0,2023-08-18 00:49:42
13,GET,None,2,1.0,2023-08-18 00:49:42
14,GET,None,2,1.0,2023-08-18 00:49:42
15,GET,None,2,1.0,2023-08-18 00:49:42
16,GET,None,2,1.0,2023-08-18 00:49:42
17,GET,None,2,3.0,2023-08-18 00:49:43
18,GET,None,2,2.0,2023-08-18 00:49:43
19,GET,None,2,1.0,2023-08-18 00:49:43
20,GET,None,2,1.0,2023-08-18 00:49:43
21,GET,None,2,4.0,2023-08-18 00:49:43
22,GET,None,2,1.0,2023-08-18 00:49:44
23,GET,None,2,1.0,2023-08-18 00:49:44
24,GET,None,2,4.0,2023-08-18 00:49:44
25,GET,None,2,1.0,2023-08-18 00:49:45
26,GET,None,2,4.0,2023-08-18 00:49:45
27,GET,None,2,1.0,2023-08-18 00:49:45
28,GET,None,2,2.0,2023-08-18 00:49:45
29,GET,None,2,3.0,2023-08-18 00:49:46
30,GET,None,2,4.0,2023-08-18 00:49:46
31,GET,None,2,3.0,2023-08-18 00:49:47
32,GET,None,2,1.0,2023-08-18 00:49:47
33,GET,None,2,2.0,2023-08-18 00:49:47
34,GET,None,2,2.0,2023-08-18 00:49:47
35,GET,None,2,2.0,2023-08-18 00:49:47
36,GET,None,2,3.0,2023-08-18 00:49:47
37,GET,None,2,1.0,2023-08-18 00:49:47
38,GET,None,2,1.0,2023-08-18 00:49:47
39,GET,None,2,4.0,2023-08-18 00:49:47
40,GET,None,2,1.0,2023-08-18 00:49:47
41,GET,None,2,2.0,2023-08-18 00:49:47
42,GET,None,2,3.0,2023-08-18 00:49:47
43,GET,None,2,2.0,2023-08-18 00:49:47
44,POST,2,3,2.0,2023-08-18 00:49:47
45,GET,None,2,1.0,2023-08-18 00:49:48
46,GET,None,2,1.0,2023-08-18 00:49:48
47,GET,None,2,5.0,2023-08-18 00:49:48
48,GET,None,2,3.0,2023-08-18 00:49:48
49,GET,None,2,1.0,2023-08-18 00:49:48
50,GET,None,2,1.0,2023-08-18 00:49:48
51,GET,None,2,6.0,2023-08-18 00:49:48
52,GET,None,2,2.0,2023-08-18 00:49:48
53,GET,None,2,1.0,2023-08-18 00:49:48
54,GET,None,2,1.0,2023-08-18 00:49:48
55,POST,2,3,2.0,2023-08-18 00:49:48
56,GET,None,2,1.0,2023-08-18 00:49:49
57,GET,None,2,1.0,2023-08-18 00:49:50
58,GET,None,2,3.0,2023-08-18 00:49:50
59,POST,2,3,1.0,2023-08-18 00:49:54
60,POST,2,3,3.0,2023-08-18 00:49:55
61,POST,2,3,1.0,2023-08-18 00:50:02
62,POST,2,3,2.0,2023-08-18 00:50:03
63,POST,2,3,7.0,2023-08-18 00:50:10
64,POST,2,3,2.0,2023-08-18 00:50:10
65,POST,2,3,2.0,2023-08-18 00:50:18
66,POST,2,3,2.0,2023-08-18 00:50:18
67,POST,2,3,1.0,2023-08-18 00:50:26
68,POST,2,3,1.0,2023-08-18 00:50:27
69,POST,2,3,1.0,2023-08-18 00:50:35
70,POST,2,3,4.0,2023-08-18 00:50:35
71,POST,2,3,1.0,2023-08-18 00:50:43
72,POST,2,3,1.0,2023-08-18 00:50:43
73,POST,2,3,2.0,2023-08-18 00:50:50
74,POST,2,3,1.0,2023-08-18 00:50:50
75,POST,2,3,1.0,2023-08-18 00:50:58
76,POST,2,3,3.0,2023-08-18 00:50:58
77,POST,2,3,1.0,2023-08-18 00:51:07
78,POST,2,3,3.0,2023-08-18 00:51:07
79,POST,2,3,1.0,2023-08-18 00:51:14
80,POST,2,3,1.0,2023-08-18 00:51:14
81,POST,2,3,3.0,2023-08-18 00:51:23
82,POST,2,3,1.0,2023-08-18 00:51:24
83,POST,2,3,2.0,2023-08-18 00:51:30
84,POST,2,3,1.0,2023-08-18 00:51:31
