id,req_type,reciever_DT_ID,API_ID,value,created
1,GET,None,2,12.0,2023-08-18 00:57:34
2,GET,None,2,11.0,2023-08-18 00:57:44
3,GET,None,2,10.0,2023-08-18 00:57:55
4,GET,None,2,14.0,2023-08-18 00:58:05
5,GET,None,2,14.0,2023-08-18 00:58:15
6,GET,None,2,7.0,2023-08-18 00:58:25
7,GET,None,2,11.0,2023-08-18 00:58:34
8,GET,None,2,7.0,2023-08-18 00:58:45
9,GET,None,2,9.0,2023-08-18 00:58:55
10,GET,None,2,7.0,2023-08-18 00:59:04
11,GET,None,2,10.0,2023-08-18 00:59:16
12,GET,None,2,12.0,2023-08-18 00:59:25
13,GET,None,2,7.0,2023-08-18 00:59:35
14,GET,None,2,11.0,2023-08-18 00:59:45
15,GET,None,2,8.0,2023-08-18 00:59:56
