id,DT_ID,API_ID,elapsed_time,created
1,2,6,4.007596,2023-08-24 00:23:41
2,2,6,4.014801,2023-08-24 00:23:50
3,2,6,4.008144,2023-08-24 00:23:59
4,2,6,3.007049,2023-08-24 00:24:07
5,2,6,3.009097,2023-08-24 00:24:16
6,2,6,4.014371,2023-08-24 00:24:26
7,2,6,4.004624,2023-08-24 00:24:35
8,2,6,3.007889,2023-08-24 00:24:43
9,2,6,3.014279,2023-08-24 00:24:52
10,2,6,4.013563,2023-08-24 00:25:02
11,2,6,2.010467,2023-08-24 00:25:09
12,2,6,3.007759,2023-08-24 00:25:19
13,2,6,3.0095,2023-08-24 00:25:28
14,2,6,4.011221,2023-08-24 00:25:38
15,2,6,4.01034,2023-08-24 00:25:47
