id,req_type,DT_ID,API_ID,value,used,created
1,POST,1,3,10.0,0,2023-08-24 01:19:33
2,POST,-111111111,-111111111,-111111111.0,0,2023-08-24 01:19:34
3,POST,1,3,13.0,0,2023-08-24 01:19:36
4,POST,-111111111,-111111111,-111111111.0,0,2023-08-24 01:19:37
5,GET,2,6,11.0,1,2023-08-24 01:20:01
6,GET,2,6,7.0,1,2023-08-24 01:20:05
7,GET,2,6,16.0,1,2023-08-24 01:20:07
8,GET,2,6,15.0,1,2023-08-24 01:20:18
9,GET,2,6,4.0,1,2023-08-24 01:20:20
10,GET,2,6,7.0,1,2023-08-24 01:20:23
11,GET,2,6,14.0,1,2023-08-24 01:20:36
12,GET,2,6,9.0,1,2023-08-24 01:20:40
13,GET,2,6,2.0,1,2023-08-24 01:20:42
14,GET,2,6,5.0,1,2023-08-24 01:20:53
15,GET,2,6,15.0,1,2023-08-24 01:20:55
16,GET,2,6,6.0,1,2023-08-24 01:20:57
17,POST,-111111111,-111111111,-111111111.0,0,2023-08-24 01:21:05
18,GET,2,6,13.0,1,2023-08-24 01:21:11
19,POST,1,3,11.0,0,2023-08-24 01:21:13
20,GET,2,6,4.0,1,2023-08-24 01:21:14
21,GET,2,6,5.0,1,2023-08-24 01:21:18
22,GET,2,6,3.0,0,2023-08-24 01:21:29
23,GET,2,6,4.0,0,2023-08-24 01:21:32
24,GET,2,6,18.0,0,2023-08-24 01:21:36
25,GET,2,6,3.0,0,2023-08-24 01:21:47
26,GET,2,6,9.0,0,2023-08-24 01:21:51
27,GET,2,6,1.0,0,2023-08-24 01:21:54
28,GET,2,6,3.0,0,2023-08-24 01:22:07
29,GET,2,6,5.0,0,2023-08-24 01:22:11
30,GET,2,6,12.0,0,2023-08-24 01:22:15
31,GET,2,6,2.0,0,2023-08-24 01:22:32
32,GET,2,6,9.0,0,2023-08-24 01:22:34
33,GET,2,6,10.0,0,2023-08-24 01:22:38
34,GET,2,6,8.0,0,2023-08-24 01:22:52
35,GET,2,6,10.0,0,2023-08-24 01:22:55
36,GET,2,6,11.0,0,2023-08-24 01:22:59
37,GET,2,6,5.0,0,2023-08-24 01:23:10
38,GET,2,6,3.0,0,2023-08-24 01:23:14
39,GET,2,6,2.0,0,2023-08-24 01:23:16
40,GET,2,6,9.0,0,2023-08-24 01:23:27
41,GET,2,6,9.0,0,2023-08-24 01:23:31
42,GET,2,6,8.0,0,2023-08-24 01:23:35
43,GET,2,6,9.0,0,2023-08-24 01:23:45
44,GET,2,6,8.0,0,2023-08-24 01:23:47
45,GET,2,6,5.0,0,2023-08-24 01:23:50
46,GET,2,6,7.0,0,2023-08-24 01:24:03
47,GET,2,6,9.0,0,2023-08-24 01:24:07
48,GET,2,6,3.0,0,2023-08-24 01:24:10
49,GET,2,6,13.0,0,2023-08-24 01:24:22
50,GET,2,6,5.0,0,2023-08-24 01:24:24
51,GET,2,6,9.0,0,2023-08-24 01:24:27
