id,DT_ID,stdev_value,created,status
1,-111111111,0.0,2023-08-25 15:00:19,1
2,1,0.707,2023-08-25 15:00:19,1
3,2,0.943,2023-08-25 15:00:19,1
4,-111111111,0.0,2023-08-25 15:01:10,1
5,1,1.0,2023-08-25 15:01:10,1
6,2,1.091,2023-08-25 15:01:10,1
7,-111111111,0.0,2023-08-25 15:02:00,1
8,1,1.0,2023-08-25 15:02:00,1
9,2,1.006,2023-08-25 15:02:00,1
