id,DT_ID,API_ID,elapsed_time,created
1,2,99,0.005164,2023-08-18 00:49:22
2,2,99,1.013863,2023-08-18 00:49:23
3,2,99,0.002284,2023-08-18 00:49:30
4,2,99,0.002048,2023-08-18 00:49:30
5,2,99,1.006393,2023-08-18 00:49:39
6,2,99,1.010663,2023-08-18 00:49:40
7,2,99,1.014123,2023-08-18 00:49:47
8,2,99,1.011717,2023-08-18 00:49:48
9,2,99,0.005895,2023-08-18 00:49:54
10,2,99,1.008517,2023-08-18 00:49:55
11,2,99,0.003547,2023-08-18 00:50:02
12,2,99,1.010994,2023-08-18 00:50:03
13,2,99,0.002979,2023-08-18 00:50:10
14,2,99,0.002437,2023-08-18 00:50:10
15,2,99,0.003705,2023-08-18 00:50:18
16,2,99,0.003641,2023-08-18 00:50:18
17,2,99,0.005142,2023-08-18 00:50:26
18,2,99,1.008837,2023-08-18 00:50:27
19,2,99,1.010965,2023-08-18 00:50:35
20,2,99,0.004703,2023-08-18 00:50:35
21,2,99,1.010062,2023-08-18 00:50:43
22,2,99,0.005673,2023-08-18 00:50:43
23,2,99,0.003922,2023-08-18 00:50:50
24,2,99,0.00314,2023-08-18 00:50:50
25,2,99,0.004732,2023-08-18 00:50:58
26,2,99,0.00318,2023-08-18 00:50:58
27,2,99,1.007547,2023-08-18 00:51:07
28,2,99,0.003409,2023-08-18 00:51:07
29,2,99,0.004032,2023-08-18 00:51:14
30,2,99,0.003309,2023-08-18 00:51:14
31,2,99,1.013178,2023-08-18 00:51:23
32,2,99,1.011568,2023-08-18 00:51:24
33,2,99,0.003492,2023-08-18 00:51:30
34,2,99,1.01162,2023-08-18 00:51:31
