id,formula_cal_id,source,val_pos,value,created
1,2,i,2,4.0,2023-05-25 12:24:43
2,2,i,6,4.0,2023-05-25 12:24:43
3,2,i,8,4.0,2023-05-25 12:24:43
4,2,e,4,5.0,2023-05-25 12:24:43
5,3,i,2,6.0,2023-05-25 12:24:50
6,3,i,6,5.0,2023-05-25 12:24:50
7,3,i,8,4.0,2023-05-25 12:24:50
8,3,e,4,5.0,2023-05-25 12:24:50
9,4,i,2,4.0,2023-05-25 12:24:57
10,4,i,6,6.0,2023-05-25 12:24:57
11,4,i,8,3.0,2023-05-25 12:24:57
12,4,e,4,9.0,2023-05-25 12:24:57
13,5,i,2,3.0,2023-05-25 12:25:04
14,5,i,6,6.0,2023-05-25 12:25:04
15,5,i,8,4.0,2023-05-25 12:25:04
16,5,e,4,12.0,2023-05-25 12:25:04
17,6,i,2,5.0,2023-05-25 12:25:11
18,6,i,6,5.0,2023-05-25 12:25:11
19,6,i,8,3.0,2023-05-25 12:25:11
20,6,e,4,8.0,2023-05-25 12:25:11
21,7,i,2,3.0,2023-05-25 12:25:18
22,7,i,6,3.0,2023-05-25 12:25:18
23,7,i,8,5.0,2023-05-25 12:25:18
24,7,e,4,13.0,2023-05-25 12:25:18
25,8,i,2,3.0,2023-05-25 12:25:25
26,8,i,6,6.0,2023-05-25 12:25:25
27,8,i,8,4.0,2023-05-25 12:25:25
28,8,e,4,18.0,2023-05-25 12:25:25
29,9,i,2,3.0,2023-05-25 12:25:32
30,9,i,6,5.0,2023-05-25 12:25:32
31,9,i,8,3.0,2023-05-25 12:25:32
32,9,e,4,11.0,2023-05-25 12:25:32
33,10,i,2,3.0,2023-05-25 12:25:39
34,10,i,6,3.0,2023-05-25 12:25:39
35,10,i,8,4.0,2023-05-25 12:25:39
36,10,e,4,4.0,2023-05-25 12:25:39
37,11,i,2,4.0,2023-05-25 12:25:46
38,11,i,6,3.0,2023-05-25 12:25:46
39,11,i,8,3.0,2023-05-25 12:25:46
40,11,e,4,12.0,2023-05-25 12:25:46
41,12,i,2,7.0,2023-05-25 12:25:53
42,12,i,6,5.0,2023-05-25 12:25:53
43,12,i,8,3.0,2023-05-25 12:25:53
44,12,e,4,6.0,2023-05-25 12:25:53
45,13,i,2,3.0,2023-05-25 12:26:00
46,13,i,6,3.0,2023-05-25 12:26:00
47,13,i,8,4.0,2023-05-25 12:26:00
48,13,e,4,13.0,2023-05-25 12:26:00
49,14,i,2,4.0,2023-05-25 12:26:07
50,14,i,6,3.0,2023-05-25 12:26:07
51,14,i,8,3.0,2023-05-25 12:26:07
52,14,e,4,5.0,2023-05-25 12:26:07
53,15,i,2,4.0,2023-05-25 12:26:14
54,15,i,6,3.0,2023-05-25 12:26:14
55,15,i,8,3.0,2023-05-25 12:26:14
56,15,e,4,8.0,2023-05-25 12:26:14
57,16,i,2,5.0,2023-05-25 12:26:21
58,16,i,6,3.0,2023-05-25 12:26:21
59,16,i,8,3.0,2023-05-25 12:26:21
60,16,e,4,6.0,2023-05-25 12:26:21
