id,DT_ID,type,trend,h,p,z,tau,s,var_s,slope,intercept,created,status
1,2,data_tbl,no trend,0,1.0,0.0,-1.0,-1.0,1.0,-2.0,10.0,2023-08-25 14:19:01,
2,1,data_tbl,no trend,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2023-08-25 14:19:01,
3,2,data_tbl,no trend,0,1.0,0.0,-1.0,-1.0,1.0,-2.0,10.0,2023-08-25 14:19:46,
4,1,data_tbl,increasing,1,0.014552819435046382,2.443320190704855,0.21957671957671956,83.0,1126.3333333333333,0.0,4.0,2023-08-25 14:19:46,
5,2,data_tbl,no trend,0,1.0,0.0,0.3333333333333333,1.0,3.6666666666666665,1.5,8.5,2023-08-25 14:20:31,
6,1,data_tbl,no trend,0,0.05672197175150351,1.905447145603392,0.15396825396825398,97.0,2538.3333333333335,0.0,4.0,2023-08-25 14:20:31,
7,2,data_tbl,no trend,0,1.0,0.0,0.3333333333333333,1.0,3.6666666666666665,1.5,8.5,2023-08-25 14:20:31,
8,1,data_tbl,no trend,0,0.05672197175150351,1.905447145603392,0.15396825396825398,97.0,2538.3333333333335,0.0,4.0,2023-08-25 14:20:31,
