id,DT_ID,stdev_value,created
1,1,1.528,2023-08-24 01:21:25
2,-111111111,0.0,2023-08-24 01:21:25
3,2,4.734,2023-08-24 01:21:25
4,1,1.528,2023-08-24 01:23:04
5,-111111111,0.0,2023-08-24 01:23:04
6,2,4.716,2023-08-24 01:23:04
7,1,1.528,2023-08-24 01:24:33
8,-111111111,0.0,2023-08-24 01:24:33
9,2,4.221,2023-08-24 01:24:33
