id,DT_ID,API_ID,elapsed_time,created
1,2,99,3.008357,2023-08-16 23:35:06
2,2,99,2.008031,2023-08-16 23:35:08
3,2,99,3.012405,2023-08-16 23:35:12
4,2,99,4.008886,2023-08-16 23:35:16
5,2,99,4.009028,2023-08-16 23:35:25
6,2,99,4.008731,2023-08-16 23:35:29
7,2,99,3.008445,2023-08-16 23:35:36
8,2,99,4.013459,2023-08-16 23:35:40
9,2,99,2.014534,2023-08-16 23:35:47
10,2,99,3.012661,2023-08-16 23:35:50
11,2,99,3.00436,2023-08-16 23:35:54
12,2,99,4.008057,2023-08-16 23:35:58
13,2,99,3.012104,2023-08-16 23:36:06
14,2,99,3.011612,2023-08-16 23:36:09
15,2,99,2.004932,2023-08-16 23:36:17
16,2,99,3.012269,2023-08-16 23:36:20
17,2,99,3.010333,2023-08-16 23:36:24
18,2,99,3.014328,2023-08-16 23:36:27
19,2,99,4.012179,2023-08-16 23:36:37
20,2,99,3.00986,2023-08-16 23:36:40
21,2,99,2.012633,2023-08-16 23:36:47
22,2,99,4.009836,2023-08-16 23:36:51
23,2,99,4.009834,2023-08-16 23:37:01
24,2,99,3.010325,2023-08-16 23:37:04
25,2,99,2.008503,2023-08-16 23:37:11
26,2,99,4.012192,2023-08-16 23:37:15
27,2,99,2.013927,2023-08-16 23:37:23
28,2,99,2.012966,2023-08-16 23:37:25
29,2,99,2.012484,2023-08-16 23:37:29
30,2,99,2.009169,2023-08-16 23:37:31
31,2,99,2.010687,2023-08-16 23:37:35
32,2,99,4.013199,2023-08-16 23:37:39
