id,DT_ID,API_ID,elapsed_time,created
1,1,99,0.003001,2023-08-18 00:49:19
2,1,99,1.024524,2023-08-18 00:49:29
3,1,99,1.012741,2023-08-18 00:49:38
4,1,99,0.002847,2023-08-18 00:49:46
5,1,99,0.005183,2023-08-18 00:49:55
6,1,99,0.004946,2023-08-18 00:50:04
7,1,99,0.003511,2023-08-18 00:50:13
8,1,99,0.003994,2023-08-18 00:50:22
9,1,99,0.004477,2023-08-18 00:50:31
10,1,99,0.00304,2023-08-18 00:50:40
11,1,99,0.003764,2023-08-18 00:50:49
12,1,99,0.004491,2023-08-18 00:50:58
13,1,99,0.003754,2023-08-18 00:51:07
14,1,99,1.010443,2023-08-18 00:51:17
15,1,99,0.003195,2023-08-18 00:51:25
16,1,99,0.002316,2023-08-18 00:51:33
