id,req_type,DT_ID,API_ID,value,used,created
1,GET,1,2,3.0,1,2023-08-24 00:23:52
2,GET,1,2,3.0,1,2023-08-24 00:23:58
3,GET,1,2,10.0,1,2023-08-24 00:24:04
4,GET,1,2,3.0,1,2023-08-24 00:24:11
5,GET,1,2,13.0,1,2023-08-24 00:24:17
6,GET,1,2,8.0,1,2023-08-24 00:24:24
7,GET,1,2,1.0,1,2023-08-24 00:24:28
8,GET,1,2,3.0,1,2023-08-24 00:24:34
9,GET,1,2,3.0,1,2023-08-24 00:24:42
10,GET,1,2,1.0,1,2023-08-24 00:24:46
11,GET,1,2,1.0,1,2023-08-24 00:24:52
12,GET,1,2,4.0,1,2023-08-24 00:24:58
13,GET,1,2,3.0,1,2023-08-24 00:25:04
14,GET,1,2,11.0,1,2023-08-24 00:25:10
15,GET,1,2,7.0,1,2023-08-24 00:25:18
