id,formula_cal_id,source,val_pos,value,created
1,1,i,2,4.0,2023-05-27 12:35:59
2,1,e,4,10.0,2023-05-27 12:35:59
3,2,i,2,1.0,2023-05-27 12:36:06
4,2,e,4,6.0,2023-05-27 12:36:06
5,3,i,2,1.0,2023-05-27 12:36:15
6,3,e,4,9.0,2023-05-27 12:36:15
7,4,i,2,1.0,2023-05-27 12:36:23
8,4,e,4,13.0,2023-05-27 12:36:23
9,5,i,2,1.0,2023-05-27 12:36:31
10,5,e,4,14.0,2023-05-27 12:36:31
11,6,i,2,2.0,2023-05-27 12:36:39
12,6,e,4,11.0,2023-05-27 12:36:39
13,7,i,2,1.0,2023-05-27 12:36:48
14,7,e,4,12.0,2023-05-27 12:36:48
15,8,i,2,2.0,2023-05-27 12:36:56
16,8,e,4,12.0,2023-05-27 12:36:56
17,9,i,2,1.0,2023-05-27 12:37:02
18,9,e,4,11.0,2023-05-27 12:37:02
19,10,i,2,1.0,2023-05-27 12:37:12
20,10,e,4,15.0,2023-05-27 12:37:12
21,11,i,2,2.0,2023-05-27 12:37:18
22,11,e,4,14.0,2023-05-27 12:37:18
23,12,i,2,1.0,2023-05-27 12:37:26
24,12,e,4,12.0,2023-05-27 12:37:26
25,13,i,2,1.0,2023-05-27 12:37:35
26,13,e,4,15.0,2023-05-27 12:37:35
27,14,i,2,2.0,2023-05-27 12:37:42
28,14,e,4,15.0,2023-05-27 12:37:42
29,15,i,2,1.0,2023-05-27 12:37:52
30,15,e,4,7.0,2023-05-27 12:37:52
