id,formula_cal_id,source,val_pos,value,created
1,2,i,2,5.0,2023-08-16 23:35:09
2,2,e,4,4.0,2023-08-16 23:35:09
3,2,e,6,4.0,2023-08-16 23:35:09
4,3,i,2,8.0,2023-08-16 23:35:18
5,3,e,4,5.0,2023-08-16 23:35:18
6,3,e,6,5.0,2023-08-16 23:35:18
7,4,i,2,7.0,2023-08-16 23:35:27
8,4,e,4,4.0,2023-08-16 23:35:27
9,4,e,6,4.0,2023-08-16 23:35:27
10,5,i,2,8.0,2023-08-16 23:35:36
11,5,e,4,4.0,2023-08-16 23:35:36
12,5,e,6,4.0,2023-08-16 23:35:36
13,6,i,2,13.0,2023-08-16 23:35:45
14,6,e,4,4.0,2023-08-16 23:35:45
15,6,e,6,4.0,2023-08-16 23:35:45
16,7,i,2,5.0,2023-08-16 23:35:54
17,7,e,4,3.0,2023-08-16 23:35:54
18,7,e,6,3.0,2023-08-16 23:35:54
19,8,i,2,2.0,2023-08-16 23:36:03
20,8,e,4,3.0,2023-08-16 23:36:03
21,8,e,6,3.0,2023-08-16 23:36:03
22,9,i,2,4.0,2023-08-16 23:36:12
23,9,e,4,4.0,2023-08-16 23:36:12
24,9,e,6,4.0,2023-08-16 23:36:12
25,10,i,2,6.0,2023-08-16 23:36:21
26,10,e,4,3.0,2023-08-16 23:36:21
27,10,e,6,3.0,2023-08-16 23:36:21
28,11,i,2,8.0,2023-08-16 23:36:30
29,11,e,4,5.0,2023-08-16 23:36:30
30,11,e,6,5.0,2023-08-16 23:36:30
31,12,i,2,2.0,2023-08-16 23:36:39
32,12,e,4,3.0,2023-08-16 23:36:39
33,12,e,6,3.0,2023-08-16 23:36:39
34,13,i,2,8.0,2023-08-16 23:36:48
35,13,e,4,3.0,2023-08-16 23:36:48
36,13,e,6,3.0,2023-08-16 23:36:48
37,14,i,2,11.0,2023-08-16 23:36:57
38,14,e,4,8.0,2023-08-16 23:36:57
39,14,e,6,8.0,2023-08-16 23:36:57
40,15,i,2,6.0,2023-08-16 23:37:06
41,15,e,4,6.0,2023-08-16 23:37:06
42,15,e,6,6.0,2023-08-16 23:37:06
43,16,i,2,2.0,2023-08-16 23:37:15
44,16,e,4,3.0,2023-08-16 23:37:15
45,16,e,6,3.0,2023-08-16 23:37:15
