id,req_type,DT_ID,API_ID,value,used,created
1,GET,1,2,10.0,1,2023-05-27 12:35:59
2,GET,1,2,6.0,1,2023-05-27 12:36:06
3,GET,1,2,9.0,1,2023-05-27 12:36:15
4,GET,1,2,13.0,1,2023-05-27 12:36:23
5,GET,1,2,14.0,1,2023-05-27 12:36:31
6,GET,1,2,11.0,1,2023-05-27 12:36:39
7,GET,1,2,12.0,1,2023-05-27 12:36:48
8,GET,1,2,12.0,1,2023-05-27 12:36:56
9,GET,1,2,11.0,1,2023-05-27 12:37:02
10,GET,1,2,15.0,1,2023-05-27 12:37:12
11,GET,1,2,14.0,1,2023-05-27 12:37:18
12,GET,1,2,12.0,1,2023-05-27 12:37:26
13,GET,1,2,15.0,1,2023-05-27 12:37:35
14,GET,1,2,15.0,1,2023-05-27 12:37:42
15,GET,1,2,7.0,1,2023-05-27 12:37:52
