id,req_type,reciever_DT_ID,API_ID,value,created
1,POST,5,15,11.0,2023-08-16 23:45:18
2,POST,5,15,8.0,2023-08-16 23:45:26
3,POST,5,15,10.0,2023-08-16 23:45:35
4,POST,5,15,4.0,2023-08-16 23:45:44
5,POST,5,15,13.0,2023-08-16 23:45:53
6,POST,5,15,3.0,2023-08-16 23:46:02
7,POST,5,15,4.0,2023-08-16 23:46:11
8,POST,5,15,10.0,2023-08-16 23:46:21
9,POST,5,15,8.0,2023-08-16 23:46:29
10,POST,5,15,10.0,2023-08-16 23:46:38
11,POST,5,15,6.0,2023-08-16 23:46:47
12,POST,5,15,5.0,2023-08-16 23:46:56
13,POST,5,15,7.0,2023-08-16 23:47:05
14,POST,5,15,3.0,2023-08-16 23:47:14
15,POST,5,15,12.0,2023-08-16 23:47:28
