id,DT_ID,stdev_value,created
1,1,0.001,2023-05-27 14:25:46
2,1,0.501,2023-05-27 14:25:53
3,1,0.45,2023-05-27 14:26:29
4,1,0.463,2023-05-27 14:27:04
5,1,0.469,2023-05-27 14:27:11
6,1,0.471,2023-05-27 14:27:47
