id,req_type,reciever_DT_ID,API_ID,value,created
1,POST,1,7,7.0,2023-08-18 00:57:45
2,POST,1,7,3.0,2023-08-18 00:57:46
3,POST,1,7,5.0,2023-08-18 00:57:55
4,POST,1,7,16.0,2023-08-18 00:57:57
5,POST,1,7,7.0,2023-08-18 00:58:05
6,POST,1,7,2.0,2023-08-18 00:58:05
7,POST,1,7,12.0,2023-08-18 00:58:17
8,POST,1,7,15.0,2023-08-18 00:58:19
9,POST,1,7,3.0,2023-08-18 00:58:26
10,POST,1,7,8.0,2023-08-18 00:58:26
11,POST,1,7,18.0,2023-08-18 00:58:36
12,POST,1,7,1.0,2023-08-18 00:58:36
13,POST,1,7,7.0,2023-08-18 00:58:45
14,POST,1,7,13.0,2023-08-18 00:58:46
15,POST,1,7,2.0,2023-08-18 00:58:56
16,POST,1,7,7.0,2023-08-18 00:58:56
17,POST,1,7,13.0,2023-08-18 00:59:05
18,POST,1,7,8.0,2023-08-18 00:59:06
19,POST,1,7,8.0,2023-08-18 00:59:16
20,POST,1,7,4.0,2023-08-18 00:59:17
21,POST,1,7,3.0,2023-08-18 00:59:26
22,POST,1,7,3.0,2023-08-18 00:59:27
23,POST,1,7,6.0,2023-08-18 00:59:37
24,POST,1,7,3.0,2023-08-18 00:59:37
25,POST,1,7,3.0,2023-08-18 00:59:45
26,POST,1,7,8.0,2023-08-18 00:59:47
27,POST,1,7,11.0,2023-08-18 00:59:56
28,POST,1,7,5.0,2023-08-18 00:59:58
