id,DT_ID,type,trend,h,p,z,tau,s,var_s,slope,intercept,created,status
1,1,data_tbl,no trend,0,1.0,0.0,-1.0,-1.0,1.0,-1.0,12.0,2023-08-25 15:00:19,1
2,2,data_tbl,no trend,0,0.7714538292172324,0.2904737509655563,0.08888888888888889,4.0,106.66666666666669,0.0,10.0,2023-08-25 15:00:19,1
3,1,data_tbl,no trend,0,0.2962698714842864,-1.044465935734187,-1.0,-3.0,3.6666666666666665,-1.0,12.0,2023-08-25 15:01:10,1
4,2,data_tbl,no trend,0,0.5138161403227766,-0.6529071482434187,-0.1,-21.0,938.3333333333334,0.0,10.0,2023-08-25 15:01:10,1
5,1,data_tbl,no trend,0,0.2962698714842864,-1.044465935734187,-1.0,-3.0,3.6666666666666665,-1.0,12.0,2023-08-25 15:02:00,1
6,2,data_tbl,no trend,0,0.11071792320159311,-1.5949745671999822,-0.18064516129032257,-84.0,2708.0,0.0,9.0,2023-08-25 15:02:00,1
7,1,data_tbl,no trend,0,0.2962698714842864,-1.044465935734187,-1.0,-3.0,3.6666666666666665,-1.0,12.0,2023-08-25 15:02:00,1
8,2,data_tbl,no trend,0,0.11071792320159311,-1.5949745671999822,-0.18064516129032257,-84.0,2708.0,0.0,9.0,2023-08-25 15:02:00,1
