id,formula,calculated,created
1,,21.0,2023-08-16 22:56:58
2,,21.0,2023-08-16 22:57:10
3,,19.0,2023-08-16 22:57:14
4,,22.0,2023-08-16 22:57:20
5,,19.0,2023-08-16 22:57:26
6,,18.0,2023-08-16 22:57:32
7,,21.0,2023-08-16 22:57:39
8,,15.0,2023-08-16 22:57:44
9,,12.0,2023-08-16 22:57:51
10,,16.0,2023-08-16 22:57:56
11,,23.0,2023-08-16 22:58:03
12,,19.0,2023-08-16 22:58:09
13,,19.0,2023-08-16 22:58:15
14,,13.0,2023-08-16 22:58:20
15,,20.0,2023-08-16 22:58:27
