id,formula_cal_id,source,val_pos,value,created
1,1,i,2,5.0,2023-05-27 14:25:48
2,1,e,4,11.0,2023-05-27 14:25:48
3,1,e,6,11.0,2023-05-27 14:25:48
4,2,i,2,5.0,2023-05-27 14:25:56
5,2,e,4,9.0,2023-05-27 14:25:56
6,2,e,6,9.0,2023-05-27 14:25:56
7,3,i,2,5.0,2023-05-27 14:26:04
8,3,e,4,11.0,2023-05-27 14:26:04
9,3,e,6,11.0,2023-05-27 14:26:04
10,4,i,2,5.0,2023-05-27 14:26:12
11,4,e,4,7.0,2023-05-27 14:26:12
12,4,e,6,7.0,2023-05-27 14:26:12
13,5,i,2,5.0,2023-05-27 14:26:20
14,5,e,4,7.0,2023-05-27 14:26:20
15,5,e,6,7.0,2023-05-27 14:26:20
16,6,i,2,5.0,2023-05-27 14:26:28
17,6,e,4,10.0,2023-05-27 14:26:28
18,6,e,6,10.0,2023-05-27 14:26:28
19,7,i,2,6.0,2023-05-27 14:26:36
20,7,e,4,9.0,2023-05-27 14:26:36
21,7,e,6,9.0,2023-05-27 14:26:36
22,8,i,2,5.0,2023-05-27 14:26:44
23,8,e,4,8.0,2023-05-27 14:26:44
24,8,e,6,8.0,2023-05-27 14:26:44
25,9,i,2,5.0,2023-05-27 14:26:52
26,9,e,4,8.0,2023-05-27 14:26:52
27,9,e,6,8.0,2023-05-27 14:26:52
28,10,i,2,5.0,2023-05-27 14:27:00
29,10,e,4,13.0,2023-05-27 14:27:00
30,10,e,6,13.0,2023-05-27 14:27:00
31,11,i,2,5.0,2023-05-27 14:27:08
32,11,e,4,5.0,2023-05-27 14:27:08
33,11,e,6,5.0,2023-05-27 14:27:08
34,12,i,2,6.0,2023-05-27 14:27:16
35,12,e,4,1.0,2023-05-27 14:27:16
36,12,e,6,1.0,2023-05-27 14:27:16
37,13,i,2,8.0,2023-05-27 14:27:24
38,13,e,4,7.0,2023-05-27 14:27:24
39,13,e,6,7.0,2023-05-27 14:27:24
40,14,i,2,5.0,2023-05-27 14:27:32
41,14,e,4,7.0,2023-05-27 14:27:32
42,14,e,6,7.0,2023-05-27 14:27:32
43,15,i,2,5.0,2023-05-27 14:27:40
44,15,e,4,13.0,2023-05-27 14:27:40
45,15,e,6,13.0,2023-05-27 14:27:40
