id,req_type,reciever_DT_ID,API_ID,value,created
1,GET,None,14,5.0,2023-08-24 00:25:14
2,GET,None,14,13.0,2023-08-24 00:25:17
3,GET,None,14,7.0,2023-08-24 00:25:17
4,GET,None,14,4.0,2023-08-24 00:25:18
5,GET,None,14,8.0,2023-08-24 00:25:18
6,GET,None,14,8.0,2023-08-24 00:25:20
7,GET,None,14,5.0,2023-08-24 00:25:23
8,GET,None,14,9.0,2023-08-24 00:25:25
9,GET,None,14,6.0,2023-08-24 00:25:25
10,GET,None,14,7.0,2023-08-24 00:25:25
11,GET,None,14,2.0,2023-08-24 00:25:25
12,GET,None,14,12.0,2023-08-24 00:25:29
13,GET,None,14,7.0,2023-08-24 00:25:30
14,GET,None,14,7.0,2023-08-24 00:25:30
15,GET,None,14,5.0,2023-08-24 00:25:32
16,GET,None,14,4.0,2023-08-24 00:25:33
17,GET,None,14,6.0,2023-08-24 00:25:34
18,GET,None,14,7.0,2023-08-24 00:25:35
19,GET,None,14,7.0,2023-08-24 00:25:36
