id,direction,req_type,DT_ID,API_ID,url,ex_dt_url,status,created
1,to,GET,1,6,http://127.0.0.1:9200/sendvalue,http://127.0.0.1:9100,1,2023-08-24 01:19:48
2,to,GET,1,6,http://127.0.0.1:9200/sendvalue,http://127.0.0.1:9100,1,2023-08-24 01:19:48
3,to,GET,1,6,http://127.0.0.1:9200/sendvalue,http://127.0.0.1:9100,1,2023-08-24 01:19:48
