id,DT_ID,stdev_value,created
1,1,0.894,2023-05-27 14:26:29
2,1,0.707,2023-05-27 14:27:04
3,1,0.688,2023-05-27 14:27:11
4,1,0.64,2023-05-27 14:27:47
