id,formula,calculated,created
1,,-1111111.0,2023-08-18 00:49:18
2,,7.0,2023-08-18 00:49:28
3,,6.0,2023-08-18 00:49:36
4,,6.0,2023-08-18 00:49:45
5,,6.0,2023-08-18 00:49:55
6,,6.0,2023-08-18 00:50:03
7,,6.0,2023-08-18 00:50:13
8,,7.0,2023-08-18 00:50:22
9,,7.0,2023-08-18 00:50:31
10,,6.0,2023-08-18 00:50:39
11,,6.0,2023-08-18 00:50:48
12,,6.0,2023-08-18 00:50:58
13,,6.0,2023-08-18 00:51:07
14,,7.0,2023-08-18 00:51:15
15,,6.0,2023-08-18 00:51:24
16,,6.0,2023-08-18 00:51:33
